time,lat,lon,vehicle_speed,accel_x,accel_y,accel_z,engine_rpm,absolute_throttle_pos,fuel_level,gps_speed,fuel_rate,alcohol_fuel_percentage,fuel_remaining,instant_fuel_economy,calculated_load_value,accelerator_pedal_pos_d,accelerator_pedal_pos_e,id_route,vehicle,loc_coleta,time_sec,dt,x,y,P_kW,client
0.003,-22.45568,-43.21159,89,0.3956109,-0.7449638,-1.247249,2250.0,14.5098,78.43137,90.62493,1.125949,99.60784,10.98039,1.265111,7.058824,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,0.003,0.001,0.0,0.0,10.902939483333334,client3
1.261,-22.45548,-43.21137,89,0.7829781,-0.7235177,-0.3029429,2242.5,14.5098,78.43137,88.91113,1.12195,99.60784,10.98039,1.260617,7.058824,18.03922,17.64706,CSVLog_20240920_044510,nivus,rjdf,1.261,0.0009999999999998899,22.60800868369736,22.238985328783045,10.864215833333335,client3
2.264,-22.45536,-43.2112,89,-1.9905,0.03493501,0.6078399,2241.5,18.43137,78.43137,88.76254,1.121201,99.60784,10.98039,1.259775,12.15686,24.70588,24.31373,CSVLog_20240920_044510,nivus,rjdf,2.264,0.006999999999999673,40.077850922378154,35.582376526547996,10.856963016666667,client3
3.267,-22.45521,-43.21101,89,-0.1547103,-0.9057205,-1.517077,2235.5,18.43137,78.43137,92.19195,3.701325,99.60784,10.98039,4.158789,14.5098,24.70588,24.31373,CSVLog_20240920_044510,nivus,rjdf,3.267,0.004999999999999893,59.602990027267694,52.261615522693205,35.84116375,client3
4.265,-22.45505,-43.21078,90,0.8717671,0.3960369,0.8341298,1792.0,20.39216,78.43137,93.26747,4.566525,99.60784,10.98039,5.073912,22.35294,27.45098,27.45098,CSVLog_20240920_044510,nivus,rjdf,4.265,0.0019999999999997797,83.23870652170686,70.05280378614404,44.21918375,client3
5.273,-22.4549,-43.21058,90,-0.04481675,0.4968954,1.190891,1805.5,20.0,78.43137,94.384,4.729115,99.60784,10.98039,5.254568,21.56863,27.05882,26.66667,CSVLog_20240920_044510,nivus,rjdf,5.273,0.004999999999999893,103.79152971652671,86.73204278299657,45.79359691666667,client3
6.24,-22.45474,-43.21039,91,1.061868,0.6561533,0.1124125,1812.0,20.0,78.43137,93.78276,4.591804,99.60784,10.98039,5.045934,21.17647,26.66667,26.66667,CSVLog_20240920_044510,nivus,rjdf,6.24,0.0019999999999997797,123.31674013308712,104.52323104574008,44.46396873333334,client3
7.261,-22.45458,-43.2102,91,-0.7264853,-0.3151418,2.754462,1806.0,14.90196,78.43137,94.13692,3.114257,99.60784,10.98039,3.422257,10.98039,14.5098,14.11765,CSVLog_20240920_044510,nivus,rjdf,7.261,0.001000000000000334,142.84197308427656,122.3144193091909,30.156388616666668,client3
8.268,-22.45444,-43.21,91,0.7681788,0.2586043,0.3500636,1810.5,14.90196,78.43137,93.96059,2.051423,99.60784,10.98039,2.254309,8.627451,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,8.268,0.002000000000000668,163.394857470367,137.88170903909148,19.864612716666667,client3
9.259,-22.45428,-43.2098,90,-2.428935,-0.6245658,-0.3484223,1804.0,14.90196,78.43137,93.31461,2.096494,99.60784,10.98039,2.329436,8.235294,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,9.259,0.0010000000000012221,183.9477758812974,155.67289730218863,20.30105023333333,client3
9.266,-22.45428,-43.2098,90,-2.200588,-0.6729447,0.4969139,1791.0,14.90196,78.43137,93.31461,2.096693,99.60784,10.98039,2.329657,8.235294,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,9.266,0.0030000000000001137,183.9477758812974,155.67289730218863,20.302977216666665,client3
10.249,-22.45413,-43.20961,90,-0.2573042,-0.3008281,-0.4076385,1781.0,14.11765,78.43137,91.66579,1.857145,99.60784,10.98039,2.063493,7.843137,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,10.249,0.002000000000000668,203.47306887479186,172.35213629904118,17.983354083333335,client3
11.274,-22.45399,-43.20942,88,0.6628841,-0.02058964,-1.129361,1757.0,13.72549,78.43137,92.15841,0.9582441,99.60784,10.98039,1.088913,7.45098,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,11.274,0.0,222.99837495136103,187.9194260292954,9.278997035,client3
12.264,-22.45383,-43.20923,88,0.6769453,-0.4244856,0.4194066,1750.0,13.33333,78.43137,91.4425,0.9102769,99.60784,10.98039,1.034405,7.058824,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,12.264,0.0039999999999995595,242.52371823913833,205.71061429239256,8.814514648333335,client3
13.263,-22.45368,-43.20903,87,-0.5235276,-0.5037838,0.1666804,1731.0,13.33333,78.43137,90.2549,0.8677683,99.60784,10.98039,0.9974341,7.058824,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,13.263,0.0039999999999995595,263.076718039773,222.3898532892451,8.402889705,client3
14.238,-22.45357,-43.20884,86,-0.5625369,-0.1052629,0.02544403,1712.0,13.33333,78.43137,89.24397,0.8590207,99.60784,10.98039,0.9988605,7.058824,14.5098,14.5098,CSVLog_20240920_044510,nivus,rjdf,14.238,0.0019999999999988916,282.602055321936,234.6212952200581,8.318183778333331,client3
15.269,-22.45345,-43.20863,85,-0.1597562,0.5319434,0.1891596,1682.5,13.33333,78.43137,87.30027,0.8457742,99.60784,10.98039,0.9950277,7.058824,19.21569,18.82353,CSVLog_20240920_044510,nivus,rjdf,15.269,0.0030000000000001137,304.1827075581971,247.96468641746938,8.189913503333333,client3
16.266,-22.45335,-43.20842,84,0.1054544,0.0701471,-0.03096688,1677.5,20.0,78.43137,86.75399,2.076288,99.60784,10.98039,2.471769,23.13725,28.23529,28.23529,CSVLog_20240920_044510,nivus,rjdf,16.266,0.004999999999999005,325.7633549759995,259.08417908168406,20.105388799999997,client3
17.292,-22.45325,-43.20821,84,-0.5772526,-0.3280661,1.140111,1672.5,21.17647,78.43137,87.06621,4.687471,99.60784,10.98039,5.580318,25.09804,29.41176,29.01961,CSVLog_20240920_044510,nivus,rjdf,17.292,0.0030000000000001137,347.34401795929386,270.20367174625244,45.39034418333333,client3
18.254,-22.45319,-43.20798,84,1.24201,-0.191194,-0.7171601,1677.5,27.05882,78.43137,87.00992,5.71018,99.60784,10.98039,6.797828,36.47059,32.94118,32.94118,CSVLog_20240920_044510,nivus,rjdf,18.254,0.0,370.97993377877714,276.8753673451349,55.29357633333334,client3
19.26,-22.45313,-43.20775,84,1.275351,0.006322044,0.1932028,1677.5,40.78431,78.43137,87.25848,6.67783,99.60784,10.98039,7.949791,47.45098,37.64706,37.64706,CSVLog_20240920_044510,nivus,rjdf,19.26,0.0020000000000024443,394.61585982746857,283.54706294331004,64.66365383333334,client3
20.256,-22.45308,-43.20752,85,0.005922845,0.2294993,-0.2471654,1691.0,82.74509,78.43137,88.66483,7.803802,99.60784,10.98039,9.180938,52.15686,38.03922,38.03922,CSVLog_20240920_044510,nivus,rjdf,20.256,0.010000000000001563,418.2517810202059,289.1068092759479,75.56681603333334,client3
21.275,-22.45302,-43.20729,86,0.1842127,-0.2512958,-0.3181074,1717.0,86.27451,78.43137,89.45884,8.272837,99.60784,10.98039,9.619571,53.72549,38.03922,38.43137,CSVLog_20240920_044510,nivus,rjdf,21.275,0.003999999999997783,441.8877266754889,295.7785048748304,80.10863828333335,client3
22.262,-22.45296,-43.20705,87,0.01767958,-0.01141737,0.2940981,1737.5,87.45098,78.43137,90.50066,8.556293,99.60784,10.98039,9.834812,54.5098,38.43137,38.82353,CSVLog_20240920_044510,nivus,rjdf,22.262,0.010999999999999233,466.5513286571227,302.4502004730055,82.85343721666668,client3
