time,lat,lon,vehicle_speed,accel_x,accel_y,accel_z,engine_rpm,absolute_throttle_pos,fuel_level,gps_speed,fuel_rate,alcohol_fuel_percentage,fuel_remaining,instant_fuel_economy,calculated_load_value,accelerator_pedal_pos_d,accelerator_pedal_pos_e,id_route,vehicle,loc_coleta,time_sec,dt,x,y,P_kW,client
0.005,-21.21075,-43.74929,2,0.1094083,0.2362203,0.006915228,964.0,22.35294,32.15686,1.4438,0.0,99.60784,4.501961,161.6757,27.84314,14.11765,14.5098,CSVLog_20240920_073017,nivus,rjdf,0.005,0.001,0.0,0.0,0.0,client3
1.332,-21.21076,-43.74928,2,-0.001411393,0.5436523,-0.01475408,976.5,20.39216,32.15686,3.172248,3.092128,99.60784,4.501961,154.6063,26.27451,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,1.332,0.001000000000000112,1.036621269599137,-1.1119492662446384,29.94210613333334,client3
2.329,-21.21076,-43.74926,4,-0.139686,6.785031e-05,-0.1285764,950.5,19.21569,32.15686,4.115441,2.979431,99.60784,4.501961,74.48573,25.09804,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,2.329,0.001000000000000334,3.1098638068191926,-1.1119492662446384,28.85082351666667,client3
3.342,-21.21075,-43.74925,5,0.7720416,0.008187939,0.4828951,967.5,18.82353,32.15686,4.683374,2.82574,99.60784,4.501961,56.51477,24.31373,14.11765,14.5098,CSVLog_20240920_073017,nivus,rjdf,3.342,0.0009999999999998899,4.146485215529659,0.0,27.362582333333336,client3
4.333,-21.21074,-43.74924,6,0.2532984,-0.1698347,-0.2249818,1025.0,18.43137,32.15686,5.334753,2.80549,99.60784,4.501961,46.75814,21.96078,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,4.333,0.001000000000000334,5.1831066957739695,1.1119492665983,27.16649483333333,client3
4.985,-21.21073,-43.74924,7,-0.546589,0.6130315,-0.4160137,1033.0,17.2549,32.15686,5.334008,2.654537,99.60784,4.501961,37.92193,20.0,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,4.985,0.001000000000000334,5.183106871311567,2.2238985328429384,25.704766616666664,client3
6.338,-21.2107,-43.74924,7,0.4562191,0.1127165,-0.6002569,1054.0,17.64706,32.15686,7.102579,2.767056,99.60784,4.501961,39.52934,21.17647,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,6.338,0.001000000000000334,5.1831073979241244,5.559746332637838,26.794325600000004,client3
7.343,-21.21068,-43.74925,7,-0.03231956,0.1625213,0.940252,1017.0,17.2549,32.15686,8.068348,2.67914,99.60784,4.501961,38.2734,20.39216,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,7.343,0.0,4.146486198539766,7.7836448651271155,25.943005666666664,client3
8.348,-21.21066,-43.74926,8,0.8541707,-0.03302032,-0.04462213,1012.5,15.29412,32.15686,8.412291,2.235854,99.60784,4.501961,27.94815,15.29412,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,8.348,0.0010000000000012221,3.1098648600441896,10.007543397970053,21.650519566666667,client3
9.339,-21.21063,-43.74927,8,-0.06090484,-0.07021114,0.2681575,986.5,14.5098,32.15686,9.365604,1.794177,99.60784,4.501961,22.42719,12.94118,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,9.339,0.0,2.073243450674151,13.343391197764953,17.37361395,client3
10.358,-21.21061,-43.74927,9,-0.0651286,-0.2133777,0.06011122,983.5,14.5098,32.15686,9.920789,1.695451,99.60784,4.501961,18.83833,12.15686,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,10.358,0.0010000000000012221,2.0732435911038665,15.567289730607891,16.41761718333333,client3
11.349,-21.21058,-43.74927,10,-0.3549751,0.2007653,-0.279881,983.0,14.5098,32.15686,10.22778,1.704083,99.60784,4.501961,17.04082,12.15686,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,11.349,0.002000000000000668,2.0732438017483212,18.903137529695467,16.501203716666666,client3
12.349,-21.21055,-43.74927,10,0.09893885,0.22492,-1.007872,981.0,14.5098,32.15686,9.757983,1.654387,99.60784,4.501961,16.54385,12.15686,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,12.349,0.0009999999999994458,2.0732440123926335,22.238985328783045,16.01998078333333,client3
13.343,-21.21052,-43.74927,10,-0.1268205,-0.03298251,0.6160489,974.0,14.5098,32.15686,10.11628,1.650168,99.60784,4.501961,16.50167,12.15686,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,13.343,0.0009999999999994458,2.073244223036804,25.574833128577946,15.979126800000001,client3
14.369,-21.2105,-43.74928,10,-0.1257749,0.5703003,-0.5030044,983.0,14.5098,32.15686,9.69058,1.686818,99.60784,4.501961,16.86817,12.15686,19.21569,27.45098,CSVLog_20240920_073017,nivus,rjdf,14.369,0.009999999999999787,1.0366221823924928,27.798731661420884,16.334020966666664,client3
15.327,-21.21048,-43.7493,11,0.9516968,-0.61011,0.3209384,1743.0,47.45098,32.15686,13.93382,4.327896,99.60784,4.501961,39.34448,37.2549,14.11765,14.5098,CSVLog_20240920_073017,nivus,rjdf,15.327,0.002000000000000668,-1.0366222512883319,30.022630194263822,41.9084596,client3
16.353,-21.21045,-43.74934,13,-0.3119438,0.275184,0.7982634,1038.5,16.86275,32.15686,14.3445,3.104494,99.60784,4.501961,23.8807,18.82353,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,16.353,0.0020000000000024443,-5.1831117850294754,33.3584779933514,30.06185023333333,client3
17.295,-21.21043,-43.74938,10,0.3173173,-0.5083019,1.577367,933.5,14.90196,32.15686,14.53703,1.960002,99.60784,4.501961,19.6,14.11765,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,17.295,0.0020000000000024443,-9.32960184603927,35.582376526547996,18.9793527,client3
18.061,-21.21042,-43.74939,9,-0.3581744,0.1010962,0.1925761,872.0,16.47059,32.15686,12.87078,1.978013,99.60784,4.501961,21.9779,17.2549,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,18.061,0.0,-10.366224623936843,36.69432579279264,19.153759216666668,client3
18.996,-21.21041,-43.74941,9,0.4202757,0.2949802,-0.666916,860.0,17.64706,32.15686,10.70711,2.30672,99.60784,4.501961,25.6302,21.96078,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,18.996,0.0019999999999988916,-12.439469969747652,37.806275059390934,22.33673866666667,client3
19.963,-21.2104,-43.74943,10,-0.4486858,-0.09473356,-2.718417,1259.0,78.03922,32.15686,10.1287,3.367318,99.60784,4.501961,33.67316,38.03922,28.62745,28.62745,CSVLog_20240920_073017,nivus,rjdf,19.963,0.0020000000000024443,-14.512715456646827,38.91822432563558,32.606862633333336,client3
21.316,-21.21037,-43.74946,13,0.189902,0.0838319,0.6814838,1434.5,29.01961,32.15686,12.02313,4.740791,99.60784,4.501961,36.4676,39.60784,32.54902,31.76471,CSVLog_20240920_073017,nivus,rjdf,21.316,0.0,-17.622584844874925,42.25407212507682,45.906659516666664,client3
22.353,-21.21032,-43.74947,16,0.3092255,-0.1296386,-0.3741719,1716.5,86.66666,32.15686,17.25832,6.501163,99.60784,4.501961,40.63224,52.94118,38.03922,38.43137,CSVLog_20240920_073017,nivus,rjdf,22.353,0.0020000000000024443,-18.65921064331115,47.81381845736099,62.95292838333333,client3
23.357,-21.21026,-43.74948,24,0.0670112,-0.1069678,-0.3412372,2201.0,85.4902,32.15686,26.3637,10.7164,99.60784,4.501961,44.65165,53.72549,38.82353,39.21569,CSVLog_20240920_073017,nivus,rjdf,23.357,0.0009999999999976694,-19.695837458532754,54.48551405588981,103.77047333333333,client3
24.342,-21.21018,-43.74949,28,0.02559771,-0.2189345,0.2272993,1882.0,87.45098,32.15686,30.7005,11.36773,99.60784,4.501961,40.59901,53.72549,38.82353,39.21569,CSVLog_20240920_073017,nivus,rjdf,24.342,0.0019999999999988916,-20.732466099977675,63.38110818726156,110.07751883333333,client3
25.346,-21.2101,-43.7495,33,0.2560585,-0.1058786,0.5859582,1743.0,87.45098,32.15686,36.51328,9.383954,99.60784,4.501961,28.4362,55.68628,38.82353,39.21569,CSVLog_20240920_073017,nivus,rjdf,25.346,0.004999999999999005,-21.76909530246639,72.27670231898698,90.86795456666667,client3
26.344,-21.21,-43.74952,37,0.01925028,-0.1373325,-0.2787507,1745.5,87.45098,32.15686,41.48327,8.799504,99.60784,4.501961,23.78242,56.07843,38.82353,39.21569,CSVLog_20240920_073017,nivus,rjdf,26.344,0.0020000000000024443,-23.842350549111796,83.39619498355533,85.2085304,client3
27.344,-21.20989,-43.74953,43,0.167012,-0.137671,-0.1007605,1963.5,87.45098,32.15686,46.25201,10.29073,99.60784,4.501961,23.93191,61.17647,39.21569,40.0,CSVLog_20240920_073017,nivus,rjdf,27.344,0.0020000000000024443,-24.878983754422258,95.62763691436832,99.64856883333334,client3
28.352,-21.20976,-43.74954,47,-0.2555919,0.01211791,0.08961915,1616.5,87.05882,32.15686,50.06715,7.874288,99.60784,4.501961,16.75379,63.13726,41.96078,42.35294,CSVLog_20240920_073017,nivus,rjdf,28.352,0.004999999999999005,-25.915619487398438,110.0829773783779,76.24935546666667,client3
29.346,-21.20963,-43.74955,51,0.1533027,-0.213082,-0.5374497,1727.0,87.05882,32.15686,54.53041,8.978788,99.60784,4.501961,17.60545,63.92157,41.56863,41.96078,CSVLog_20240920_073017,nivus,rjdf,29.346,0.0019999999999988916,-26.952256133116762,124.53831784203385,86.94459713333333,client3
30.351,-21.20948,-43.74955,56,0.2648816,0.0562261,0.4434146,1909.0,86.27451,32.15686,59.19305,10.14662,99.60784,4.501961,18.11896,62.35294,41.17647,41.56863,CSVLog_20240920_073017,nivus,rjdf,30.351,0.0030000000000001137,-26.952269824686116,141.21755683888637,98.25310366666666,client3
31.349,-21.20933,-43.74956,59,-0.2376564,0.2871097,1.30071,2034.0,87.45098,32.15686,63.63548,11.55207,99.60784,4.501961,19.57976,61.56863,36.07843,36.07843,CSVLog_20240920_073017,nivus,rjdf,31.349,0.0010000000000012221,-27.988909805446436,157.89679583538523,111.8625445,client3
32.347,-21.20917,-43.74957,62,0.386663,-0.4684103,-0.04781524,2117.5,15.68627,32.15686,65.16824,2.485838,99.60784,4.501961,4.009413,9.411765,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,32.347,0.0010000000000047748,-29.025551821667765,175.68798409848242,24.07119796666667,client3
33.349,-21.209,-43.74958,63,-0.1048658,0.1078163,0.5506313,2150.0,16.07843,32.15686,65.74245,2.444772,99.60784,4.501961,3.880588,8.627451,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,33.349,0.0030000000000001137,-30.06219597997148,194.5911216281779,23.6735422,client3
34.351,-21.20883,-43.74958,64,-0.1973409,-0.1854519,0.6298072,2191.0,16.07843,32.15686,67.06642,2.403589,99.60784,4.501961,3.755604,8.235294,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,34.351,0.0020000000000024443,-30.062213287270325,213.49425915787336,23.274753483333335,client3
35.347,-21.20866,-43.7496,65,0.7549493,0.1742449,-0.1275727,2199.0,14.90196,32.15686,67.75146,2.430676,99.60784,4.501961,3.739499,8.235294,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,35.347,0.0010000000000047748,-32.13548787720086,232.3973966875688,23.537045933333335,client3
36.345,-21.20849,-43.7496,65,-1.032349,0.03368977,0.8714027,2219.5,14.5098,32.15686,67.96764,1.137272,99.60784,4.501961,1.749648,7.843137,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,36.345,0.001999999999995339,-32.13550637796507,251.30053421691062,11.012583866666668,client3
37.352,-21.20832,-43.74961,66,-0.1724329,-0.1254548,0.7504112,2232.0,14.5098,32.15686,68.29169,1.140865,99.60784,4.501961,1.728582,7.45098,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,37.352,0.0009999999999976694,-33.17215471294348,270.20367174625244,11.047376083333333,client3
38.348,-21.20815,-43.74961,66,0.2617483,-0.0007703606,-0.2017814,2224.0,14.5098,32.15686,67.64455,1.100441,99.60784,4.501961,1.667333,7.058824,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,38.348,0.0020000000000024443,-33.17217381036052,289.1068092759479,10.655937016666666,client3
39.357,-21.20798,-43.74962,65,0.06397299,-0.2394582,-0.7786005,2197.0,14.11765,32.15686,66.81696,1.091556,99.60784,4.501961,1.679316,7.058824,14.5098,14.5098,CSVLog_20240920_073017,nivus,rjdf,39.357,0.008000000000002672,-34.20882393623518,308.0099468056434,10.569900599999999,client3
