lat,lon,fuel_rate,instant_fuel_economy,accel_y,accel_x,accel_z,engine_rpm,calculated_load_value,vehicle_speed,mass_air_flow,fuel_rail_pressure,fuel_level,id_route,vehicle,loc_coleta,time_sec,dt,x,y,P_kW,client
-23.00189,-44.47629,0.0,0.0,-0.4504203,0.2186342,0.465462,805,25.88235,0,15.46,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,1.38,0.0,0.0,0.0,0.0,client2
-23.00189,-44.47629,5.218191,0.0,-0.1983571,0.2983165,0.8708062,805,26.27451,0,15.68,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,2.513,0.0,0.0,0.0,61.60364375,client2
-23.00189,-44.47629,5.201551,0.0,4.736291,-0.5282137,-4.053238,794,26.27451,0,15.63,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,3.507,0.0,0.0,0.0,61.40719930555556,client2
-23.00189,-44.47629,5.085074,0.0,-0.5202544,2.989971,-0.1825042,802,26.27451,0,15.28,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,4.54,0.001000000000000334,0.0,0.0,60.03212361111111,client2
-23.00189,-44.47629,5.184912,0.0,-0.0522396,0.439317,0.01388633,806,26.27451,0,15.58,43000,100,obd-16-van-trajeto-t3,van,eletronuclear,5.572,0.0030000000000001137,0.0,0.0,61.21076666666667,client2
-23.00189,-44.47629,5.1716,0.0,0.001202769,0.02823498,0.02118374,807,24.70588,0,15.54,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,6.544,0.0,0.0,0.0,61.05361111111111,client2
-23.00189,-44.47629,5.178256,0.0,0.06678835,0.002853167,0.2817224,800,25.4902,0,15.56,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,7.543,0.001000000000000334,0.0,0.0,61.132188888888884,client2
-23.00189,-44.47629,5.131665,0.0,-0.06827655,0.2169901,0.02184512,797,25.88235,0,15.42,40800,100,obd-16-van-trajeto-t3,van,eletronuclear,8.534,0.0010000000000012221,0.0,0.0,60.58215625,client2
-23.00189,-44.47629,5.241487,0.0,-0.5360008,-2.235262,0.63023,805,25.88235,0,15.75,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,9.549,0.0009999999999994458,0.0,0.0,61.87866597222222,client2
-23.00189,-44.47629,5.101713,0.0,0.1224794,1.252051,0.6808931,803,25.88235,0,15.33,43400,100,obd-16-van-trajeto-t3,van,eletronuclear,10.542,0.0009999999999994458,0.0,0.0,60.228556250000004,client2
-23.00189,-44.47629,5.194895,0.0,0.303184,1.2665,-2.055688,803,25.4902,0,15.61,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,11.553,0.0010000000000012221,0.0,0.0,61.328621527777784,client2
-23.00189,-44.47629,5.204879,0.0,1.969733,-1.990549,-0.1611193,798,26.27451,0,15.64,40600,100,obd-16-van-trajeto-t3,van,eletronuclear,12.563,0.0,0.0,0.0,61.44648819444444,client2
-23.00189,-44.47629,5.144977,0.0,-0.9570733,-0.4450582,0.7871914,801,25.88235,0,15.46,40800,100,obd-16-van-trajeto-t3,van,eletronuclear,13.565,0.0009999999999994458,0.0,0.0,60.73931180555555,client2
-23.00188,-44.47629,5.184912,0.0,0.677795,-0.8788565,-2.429655,810,26.27451,0,15.58,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,14.546,0.0,0.0,1.1119492662446384,61.21076666666667,client2
-23.00188,-44.47629,5.201551,0.0,0.2909829,-0.526679,-0.7489595,804,25.88235,0,15.63,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,15.529,0.0,0.0,1.1119492662446384,61.40719930555556,client2
-23.00188,-44.4763,5.031827,0.0,-0.1471398,0.1886743,0.2292467,797,26.66667,0,15.12,43800,100,obd-16-van-trajeto-t3,van,eletronuclear,20.517,0.0,-1.0235404022108552,1.1119492662446384,59.40351319444444,client2
-23.00188,-44.4763,5.18824,0.0,0.08048546,-0.05177834,0.0549911,802,25.4902,0,15.59,40600,100,obd-16-van-trajeto-t3,van,eletronuclear,23.546,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,61.25005555555556,client2
-23.00188,-44.4763,5.164944,0.0,0.2210201,-0.1289268,-0.7651345,798,26.27451,0,15.52,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,24.564,0.0,-1.0235404022108552,1.1119492662446384,60.975033333333336,client2
-23.00188,-44.4763,5.161616,0.0,-0.1116981,0.1426736,0.05087079,800,26.27451,0,15.51,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,25.547,0.0010000000000012221,-1.0235404022108552,1.1119492662446384,60.93574444444445,client2
-23.00188,-44.4763,5.211535,0.0,0.0346829,-0.06767084,-0.06991501,802,25.4902,0,15.66,40400,100,obd-16-van-trajeto-t3,van,eletronuclear,27.548,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,61.52506597222221,client2
-23.00188,-44.4763,5.201551,0.0,0.02109217,-0.05767602,0.02093209,806,25.09804,0,15.63,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,29.543,0.0,-1.0235404022108552,1.1119492662446384,61.40719930555556,client2
-23.00188,-44.4763,5.278093,0.0,-0.05180684,0.05068565,0.1662047,807,25.4902,0,15.86,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,30.542,0.0,-1.0235404022108552,1.1119492662446384,62.31082013888889,client2
-23.00188,-44.4763,5.121681,0.0,0.02892979,-0.06235719,-0.02018283,799,26.27451,0,15.39,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,31.573,0.0010000000000012221,-1.0235404022108552,1.1119492662446384,60.46428958333333,client2
-23.00188,-44.4763,5.23483,0.0,-0.02869676,-0.1876621,0.3532128,803,25.4902,0,15.73,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,33.545,0.0,-1.0235404022108552,1.1119492662446384,61.80007638888889,client2
-23.00188,-44.4763,5.228175,0.0,-0.03443436,0.1513737,-0.2059562,803,26.66667,0,15.71,44200,100,obd-16-van-trajeto-t3,van,eletronuclear,34.513,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,61.72151041666667,client2
-23.00188,-44.4763,5.13832,0.0,-0.0846766,0.126765,-0.02577586,801,25.4902,0,15.44,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,36.528,0.0,-1.0235404022108552,1.1119492662446384,60.66072222222222,client2
-23.00188,-44.4763,5.194895,0.0,0.005801484,0.3444359,0.005193307,800,25.88235,0,15.61,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,37.513,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,61.328621527777784,client2
-23.00188,-44.4763,5.221519,0.0,-0.06937595,0.3088362,-0.1245622,794,26.27451,0,15.69,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,37.569,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,61.64293263888889,client2
-23.00188,-44.4763,5.25147,0.0,-0.1304472,0.4264402,0.1849502,802,25.09804,0,15.78,41600,100,obd-16-van-trajeto-t3,van,eletronuclear,39.603,0.0,-1.0235404022108552,1.1119492662446384,61.996520833333335,client2
-23.00188,-44.4763,5.1716,0.0,-0.04521675,0.08777611,0.06786504,803,25.4902,0,15.54,41800,100,obd-16-van-trajeto-t3,van,eletronuclear,40.548,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,61.05361111111111,client2
-23.00188,-44.4763,5.108369,0.0,0.03684331,0.03935624,0.04490923,806,25.09804,0,15.35,41600,100,obd-16-van-trajeto-t3,van,eletronuclear,42.546,0.0,-1.0235404022108552,1.1119492662446384,60.30713402777778,client2
-23.00188,-44.4763,5.258126,0.0,-0.609948,0.2030341,1.310227,806,25.88235,0,15.8,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,43.547,0.0,-1.0235404022108552,1.1119492662446384,62.07509861111111,client2
-23.00188,-44.4763,5.115025,0.0,0.000128618,0.2105514,0.04397511,801,26.66667,0,15.37,43200,100,obd-16-van-trajeto-t3,van,eletronuclear,44.534,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,60.38571180555555,client2
-23.00188,-44.4763,5.101713,0.0,-0.1067172,0.2977706,0.4100316,800,25.88235,0,15.33,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,44.554,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,60.228556250000004,client2
-23.00188,-44.4763,5.148304,0.0,0.9474451,-2.073115,-1.811579,802,26.27451,0,15.47,44200,100,obd-16-van-trajeto-t3,van,eletronuclear,45.527,0.0,-1.0235404022108552,1.1119492662446384,60.7785888888889,client2
-23.00188,-44.4763,5.068434,0.0,-0.2123581,0.3158962,0.1086069,802,26.66667,0,15.23,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,47.507,0.0,-1.0235404022108552,1.1119492662446384,59.835679166666665,client2
-23.00188,-44.4763,5.218191,0.0,-0.04279619,-0.06105396,0.3666372,805,26.27451,0,15.68,41600,100,obd-16-van-trajeto-t3,van,eletronuclear,48.499,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,61.60364375,client2
-23.00188,-44.4763,5.178256,0.0,-0.1133979,0.1829559,0.1278063,805,25.4902,0,15.56,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,48.524,0.0,-1.0235404022108552,1.1119492662446384,61.132188888888884,client2
-23.00188,-44.4763,5.184912,0.0,0.06107674,0.7409904,-1.146591,802,25.88235,0,15.58,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,49.516,0.0009999999999976694,-1.0235404022108552,1.1119492662446384,61.21076666666667,client2
-23.00188,-44.4763,5.241487,0.0,0.06029604,0.2782876,-0.6977061,804,25.4902,0,15.75,43000,100,obd-16-van-trajeto-t3,van,eletronuclear,49.557,0.0,-1.0235404022108552,1.1119492662446384,61.87866597222222,client2
-23.00188,-44.4763,5.144977,0.0,0.5359086,1.021949,-0.5533233,803,25.09804,0,15.46,40200,100,obd-16-van-trajeto-t3,van,eletronuclear,50.505,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,60.73931180555555,client2
-23.00189,-44.4763,5.144977,0.0,0.003045856,-0.1859317,0.2749667,803,25.4902,0,15.46,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,51.559,0.0,-1.0235403642929741,0.0,60.73931180555555,client2
-23.00189,-44.4763,5.115025,0.0,-0.367375,-0.8134411,-1.313788,806,25.09804,0,15.37,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,52.581,0.0,-1.0235403642929741,0.0,60.38571180555555,client2
-23.00189,-44.47631,5.13832,0.0,0.04694634,0.4041183,-0.2469326,801,25.09804,0,15.44,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,57.591,0.0020000000000024443,-2.0470807279348633,0.0,60.66072222222222,client2
-23.00189,-44.47631,5.131665,0.0,0.0872644,0.2318494,0.03162615,800,25.4902,0,15.42,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,57.622,0.0030000000000001137,-2.0470807279348633,0.0,60.58215625,client2
-23.00189,-44.47631,5.144977,0.0,-1.813162,6.378994,-9.238685,801,25.4902,0,15.46,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,58.544,0.0,-2.0470807279348633,0.0,60.73931180555555,client2
-23.00189,-44.47631,5.194895,0.0,0.5056052,-3.832501,1.763668,804,25.88235,0,15.61,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,59.607,0.0009999999999976694,-2.0470807279348633,0.0,61.328621527777784,client2
-23.00189,-44.47631,5.164944,0.0,0.9902635,0.1353398,-1.785522,806,24.70588,0,15.52,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,60.584,0.0020000000000024443,-2.0470807279348633,0.0,60.975033333333336,client2
-23.00189,-44.47631,5.221519,0.0,-2.796107,-1.657832,0.3063585,805,25.4902,0,15.69,40800,100,obd-16-van-trajeto-t3,van,eletronuclear,61.533,0.0,-2.0470807279348633,0.0,61.64293263888889,client2
-23.00189,-44.47631,5.101713,0.0,0.7498746,-0.1544321,-1.024708,797,25.09804,0,15.33,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,62.585,0.0030000000000001137,-2.0470807279348633,0.0,60.228556250000004,client2
-23.00189,-44.47631,5.201551,0.0,0.1197769,0.01826704,0.2174586,797,25.88235,0,15.63,41600,100,obd-16-van-trajeto-t3,van,eletronuclear,63.639,0.0010000000000047748,-2.0470807279348633,0.0,61.40719930555556,client2
-23.00189,-44.47631,5.18824,0.0,-0.4237971,-0.6585623,-0.6978168,804,25.88235,0,15.59,40200,100,obd-16-van-trajeto-t3,van,eletronuclear,65.583,0.0030000000000001137,-2.0470807279348633,0.0,61.25005555555556,client2
-23.00189,-44.47631,5.125009,0.0,-0.4760734,1.754888,-0.1766303,802,25.88235,0,15.4,43400,100,obd-16-van-trajeto-t3,van,eletronuclear,66.552,0.0,-2.0470807279348633,0.0,60.50357847222223,client2
-23.00189,-44.47631,5.178256,0.0,-2.012138,1.68664,-0.6464134,805,26.27451,0,15.56,43200,100,obd-16-van-trajeto-t3,van,eletronuclear,67.583,0.0,-2.0470807279348633,0.0,61.132188888888884,client2
-23.00187,-44.47631,5.115025,0.0,-3.739856,2.54057,-1.129079,808,25.09804,0,15.37,43600,100,obd-16-van-trajeto-t3,van,eletronuclear,68.569,0.0020000000000095497,-2.047080879606372,2.2238985328429384,60.38571180555555,client2
-23.00187,-44.47631,5.211535,0.0,-1.236071,0.5676618,0.2175889,805,24.70588,0,15.66,40800,100,obd-16-van-trajeto-t3,van,eletronuclear,68.599,0.0020000000000095497,-2.047080879606372,2.2238985328429384,61.52506597222221,client2
-23.00186,-44.47631,5.15496,0.0,-0.1807057,-0.4130801,-0.4353263,805,26.27451,0,15.49,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,69.569,0.0010000000000047748,-2.0470809554421026,3.335847799087577,60.857166666666664,client2
-23.00186,-44.4763,5.068434,0.0,-0.2535878,1.076886,-1.774633,800,25.4902,0,15.23,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,70.544,0.000999999999990564,-1.023540478046594,3.335847799087577,59.835679166666665,client2
-23.00187,-44.47629,5.148304,0.0,0.656996,-0.4022701,-0.3460965,804,25.4902,0,15.47,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,73.556,0.000999999999990564,0.0,2.2238985328429384,60.7785888888889,client2
-23.00187,-44.4763,5.125009,0.0,-0.4658294,-0.1073305,-1.033162,802,25.09804,0,15.4,40000,100,obd-16-van-trajeto-t3,van,eletronuclear,74.582,0.0,-1.0235404401287285,2.2238985328429384,60.50357847222223,client2
-23.00187,-44.4763,5.131665,0.0,-0.773339,-0.4660811,0.1273925,801,25.4902,0,15.42,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,75.575,0.0,-1.0235404401287285,2.2238985328429384,60.58215625,client2
-23.00187,-44.4763,5.184912,0.0,0.533657,1.061534,-0.3398308,806,25.4902,0,15.58,43400,100,obd-16-van-trajeto-t3,van,eletronuclear,76.582,0.0030000000000001137,-1.0235404401287285,2.2238985328429384,61.21076666666667,client2
-23.00186,-44.4763,5.144977,0.0,-0.1405466,-0.1695943,-0.5508953,802,25.4902,0,15.46,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,77.567,0.001999999999995339,-1.023540478046594,3.335847799087577,60.73931180555555,client2
-23.00186,-44.4763,5.148304,0.0,-0.08361954,0.1040995,0.2949307,799,25.4902,0,15.47,40600,100,obd-16-van-trajeto-t3,van,eletronuclear,78.577,0.001999999999995339,-1.023540478046594,3.335847799087577,60.7785888888889,client2
-23.00186,-44.4763,5.164944,0.0,-2.784122,-0.448171,2.21449,804,25.4902,0,15.52,43800,100,obd-16-van-trajeto-t3,van,eletronuclear,79.656,0.0010000000000047748,-1.023540478046594,3.335847799087577,60.975033333333336,client2
-23.00186,-44.4763,5.178256,0.0,1.51666,-1.844524,-1.396061,808,25.88235,0,15.56,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,80.591,0.0030000000000001137,-1.023540478046594,3.335847799087577,61.132188888888884,client2
-23.00186,-44.47629,5.121681,0.0,-2.388165,-0.5076296,0.4152686,803,25.09804,0,15.39,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,81.627,0.001999999999995339,0.0,3.335847799087577,60.46428958333333,client2
-23.00186,-44.47629,5.125009,0.0,0.7631147,0.3176911,1.180539,804,25.4902,0,15.4,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,82.621,0.000999999999990564,0.0,3.335847799087577,60.50357847222223,client2
-23.00187,-44.47629,5.204879,0.0,2.205977,-1.869313,6.49594,802,25.88235,0,15.64,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,83.586,0.0,0.0,2.2238985328429384,61.44648819444444,client2
-23.00187,-44.4763,5.144977,0.0,2.590405,3.984049,3.417204,797,25.4902,0,15.46,40200,100,obd-16-van-trajeto-t3,van,eletronuclear,84.521,0.0010000000000047748,-1.0235404401287285,2.2238985328429384,60.73931180555555,client2
-23.00187,-44.4763,5.148304,0.0,1.706266,3.425116,3.107554,798,26.66667,0,15.47,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,84.568,0.001999999999995339,-1.0235404401287285,2.2238985328429384,60.7785888888889,client2
-23.00187,-44.47631,5.108369,0.0,0.9245569,1.919978,1.086001,804,25.4902,0,15.35,41800,100,obd-16-van-trajeto-t3,van,eletronuclear,85.588,0.0,-2.047080879606372,2.2238985328429384,60.30713402777778,client2
-23.00187,-44.47631,5.121681,0.0,-1.178348,1.038333,0.3776233,804,25.4902,0,15.39,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,86.616,0.0030000000000001137,-2.047080879606372,2.2238985328429384,60.46428958333333,client2
-23.00188,-44.47631,5.085074,0.0,-2.572051,1.425864,-1.88976,804,24.70588,0,15.28,43000,100,obd-16-van-trajeto-t3,van,eletronuclear,87.621,0.001999999999995339,-2.0470808037706254,1.1119492662446384,60.03212361111111,client2
-23.00188,-44.47631,5.131665,0.0,1.028143,0.4034715,-2.044023,801,25.09804,0,15.42,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,88.594,0.000999999999990564,-2.0470808037706254,1.1119492662446384,60.58215625,client2
-23.00189,-44.47631,5.204879,0.0,-1.658194,-1.358249,-0.6150447,805,24.70588,0,15.64,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,89.519,0.0010000000000047748,-2.0470807279348633,0.0,61.44648819444444,client2
-23.00189,-44.47631,5.184912,0.0,-1.372971,-1.217595,-0.1751197,801,25.09804,0,15.58,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,89.532,0.000999999999990564,-2.0470807279348633,0.0,61.21076666666667,client2
-23.00189,-44.4763,5.161616,0.0,-0.9604612,-0.07212547,1.096839,803,26.27451,0,15.51,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,90.566,0.0010000000000047748,-1.0235403642929741,0.0,60.93574444444445,client2
-23.00189,-44.4763,5.178256,0.0,0.3172158,0.987819,0.204716,800,25.09804,0,15.56,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,91.587,0.0020000000000095497,-1.0235403642929741,0.0,61.132188888888884,client2
-23.00189,-44.4763,5.121681,0.0,-0.396831,0.79462,0.4802973,804,25.09804,0,15.39,42200,100,obd-16-van-trajeto-t3,van,eletronuclear,92.577,0.0010000000000047748,-1.0235403642929741,0.0,60.46428958333333,client2
-23.00189,-44.4763,5.164944,0.0,0.6488935,0.2355348,0.2269981,803,25.09804,0,15.52,42400,100,obd-16-van-trajeto-t3,van,eletronuclear,93.531,0.0010000000000047748,-1.0235403642929741,0.0,60.975033333333336,client2
-23.00189,-44.4763,5.148304,0.0,0.2622277,-2.498884,0.1693583,800,25.88235,0,15.47,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,95.61,0.0,-1.0235403642929741,0.0,60.7785888888889,client2
-23.00188,-44.4763,5.15496,0.0,-2.900257,-0.8476251,-4.304107,806,25.4902,0,15.49,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,96.582,0.0,-1.0235404022108552,1.1119492662446384,60.857166666666664,client2
-23.00188,-44.4763,5.125009,0.0,0.1149732,-0.2744892,-0.1180072,806,25.4902,0,15.4,43600,100,obd-16-van-trajeto-t3,van,eletronuclear,97.613,0.0010000000000047748,-1.0235404022108552,1.1119492662446384,60.50357847222223,client2
-23.00187,-44.47629,5.088402,0.0,-0.04022568,0.00062305,-0.1023605,801,25.09804,0,15.29,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,98.617,0.0020000000000095497,0.0,2.2238985328429384,60.0714125,client2
-23.00187,-44.47629,5.085074,0.0,0.003275259,-0.03661766,-0.03511703,802,25.88235,0,15.28,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,99.593,0.0,0.0,2.2238985328429384,60.03212361111111,client2
-23.00187,-44.47629,5.164944,0.0,-0.09529503,-0.02299044,0.1109957,803,25.09804,0,15.52,43200,100,obd-16-van-trajeto-t3,van,eletronuclear,104.608,0.0010000000000047748,0.0,2.2238985328429384,60.975033333333336,client2
-23.00187,-44.47629,5.115025,0.0,-0.0001811403,-0.02145553,-0.01138637,803,25.4902,0,15.37,40400,100,obd-16-van-trajeto-t3,van,eletronuclear,105.585,0.000999999999990564,0.0,2.2238985328429384,60.38571180555555,client2
-23.00187,-44.47629,5.184912,0.0,0.01435197,-0.01261909,-0.01864089,806,25.09804,0,15.58,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,108.578,0.0010000000000047748,0.0,2.2238985328429384,61.21076666666667,client2
-23.00187,-44.47629,5.144977,0.0,-0.080276,-0.01704807,0.07623656,802,25.09804,0,15.46,43000,100,obd-16-van-trajeto-t3,van,eletronuclear,111.587,0.0,0.0,2.2238985328429384,60.73931180555555,client2
-23.00187,-44.47629,5.178256,0.0,0.08215275,0.03768766,-0.1173419,799,25.09804,0,15.56,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,114.591,0.001999999999995339,0.0,2.2238985328429384,61.132188888888884,client2
-23.00187,-44.47629,5.23483,0.0,0.01480576,0.05523556,-0.01839579,800,25.09804,0,15.73,41400,100,obd-16-van-trajeto-t3,van,eletronuclear,117.561,0.0020000000000095497,0.0,2.2238985328429384,61.80007638888889,client2
-23.00187,-44.47629,5.125009,0.0,0.02427349,0.03518807,-0.1682522,807,24.70588,0,15.4,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,117.588,0.000999999999990564,0.0,2.2238985328429384,60.50357847222223,client2
-23.00187,-44.47629,5.095057,0.0,0.1826793,-0.0130776,-0.1554275,800,25.09804,0,15.31,42800,100,obd-16-van-trajeto-t3,van,eletronuclear,121.517,0.001999999999995339,0.0,2.2238985328429384,60.14997847222222,client2
-23.00187,-44.47629,5.161616,0.0,0.09715056,-0.05680493,0.1219526,802,25.09804,0,15.51,40600,100,obd-16-van-trajeto-t3,van,eletronuclear,122.559,0.000999999999990564,0.0,2.2238985328429384,60.93574444444445,client2
-23.00187,-44.47629,5.18824,0.0,0.1657843,-0.05404832,0.1954482,798,24.70588,0,15.59,41800,100,obd-16-van-trajeto-t3,van,eletronuclear,125.591,0.001999999999995339,0.0,2.2238985328429384,61.25005555555556,client2
-23.00187,-44.47629,5.194895,0.0,0.1356857,0.01910267,-0.4177987,803,24.70588,0,15.61,41800,100,obd-16-van-trajeto-t3,van,eletronuclear,126.605,0.0030000000000001137,0.0,2.2238985328429384,61.328621527777784,client2
-23.00187,-44.47629,5.13832,0.0,-0.01591916,-0.07047073,-0.0102477,796,25.09804,0,15.44,41800,100,obd-16-van-trajeto-t3,van,eletronuclear,127.627,0.001999999999995339,0.0,2.2238985328429384,60.66072222222222,client2
-23.00187,-44.47629,5.1716,0.0,0.0276894,0.01947919,-0.2098177,808,25.09804,0,15.54,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,128.575,0.0009999999999763531,0.0,2.2238985328429384,61.05361111111111,client2
-23.00187,-44.47629,5.131665,0.0,1.030642,-0.2050472,-0.6511899,806,24.70588,0,15.42,42000,100,obd-16-van-trajeto-t3,van,eletronuclear,129.605,0.001999999999981128,0.0,2.2238985328429384,60.58215625,client2
-23.00187,-44.47629,5.121681,0.0,-0.07306018,0.06906243,0.02932102,803,24.70588,0,15.39,42600,100,obd-16-van-trajeto-t3,van,eletronuclear,130.576,0.0,0.0,2.2238985328429384,60.46428958333333,client2
-23.00187,-44.47629,5.15496,0.0,-0.5052415,0.08226753,1.021752,790,27.45098,0,15.49,41200,100,obd-16-van-trajeto-t3,van,eletronuclear,131.619,0.003999999999990678,0.0,2.2238985328429384,60.857166666666664,client2
-23.00187,-44.47629,5.108369,0.0,0.02935902,-0.03297062,0.05945773,832,29.01961,0,15.35,41000,100,obd-16-van-trajeto-t3,van,eletronuclear,132.578,0.0010000000000047748,0.0,2.2238985328429384,60.30713402777778,client2
-23.00187,-44.47629,5.387915,0.0,0.05024281,0.03042775,-0.15682,818,38.03922,0,16.19,46000,100,obd-16-van-trajeto-t3,van,eletronuclear,133.617,0.0009999999999763531,0.0,2.2238985328429384,63.607329861111104,client2
-23.00187,-44.47629,5.068434,0.0,0.04958513,-0.01881105,-0.02893958,778,52.54902,0,15.23,52000,100,obd-16-van-trajeto-t3,van,eletronuclear,134.722,0.17700000000002092,0.0,2.2238985328429384,59.835679166666665,client2
-23.00187,-44.47629,5.357964,0.0,-0.06249317,-0.01858954,0.2575306,822,45.88235,0,16.1,49000,100,obd-16-van-trajeto-t3,van,eletronuclear,135.577,0.0020000000000095497,0.0,2.2238985328429384,63.25374166666667,client2
-23.00187,-44.47629,5.33134,0.0,-0.04622602,-0.05056165,0.006736219,820,46.66667,0,16.02,52200,100,obd-16-van-trajeto-t3,van,eletronuclear,136.531,0.0020000000000095497,0.0,2.2238985328429384,62.93943055555555,client2
-23.00187,-44.47629,5.301389,0.0,0.0195777,-0.02952935,0.0969073,831,45.88235,0,15.93,50000,100,obd-16-van-trajeto-t3,van,eletronuclear,136.582,0.001999999999981128,0.0,2.2238985328429384,62.58584236111112,client2
-23.00187,-44.47629,5.434506,0.0,-0.3827375,-0.3441953,0.08658276,842,44.31372,0,16.33,49200,100,obd-16-van-trajeto-t3,van,eletronuclear,139.578,0.0020000000000095497,0.0,2.2238985328429384,64.1573625,client2
-23.00187,-44.47629,5.494409,0.0,0.05581381,-0.01694563,-0.04650827,851,43.52941,0,16.51,50000,100,obd-16-van-trajeto-t3,van,eletronuclear,140.087,0.0009999999999763531,0.0,2.2238985328429384,64.86455069444445,client2
-23.00187,-44.47629,5.487753,0.0,-0.04583641,0.03658315,-0.06289734,863,43.13726,0,16.49,48200,100,obd-16-van-trajeto-t3,van,eletronuclear,140.578,0.0010000000000047748,0.0,2.2238985328429384,64.78597291666667,client2
-23.00187,-44.47629,5.521032,0.0,-0.06769326,0.06120162,-0.2686778,861,42.35294,0,16.59,48400,100,obd-16-van-trajeto-t3,van,eletronuclear,141.608,0.0030000000000143245,0.0,2.2238985328429384,65.17885,client2
-23.00187,-44.47629,5.531016,0.0,0.007561073,-0.02659428,0.1326832,847,40.0,0,16.62,47000,100,obd-16-van-trajeto-t3,van,eletronuclear,142.629,0.0010000000000047748,0.0,2.2238985328429384,65.29671666666667,client2
-23.00187,-44.47629,5.447818,0.0,-0.03421768,0.02390427,0.02752382,848,40.39216,0,16.37,47400,100,obd-16-van-trajeto-t3,van,eletronuclear,144.513,0.921999999999997,0.0,2.2238985328429384,64.31451805555555,client2
-23.00187,-44.47629,5.471113,0.0,0.0690644,0.05088129,-0.2314286,849,40.0,0,16.44,47000,100,obd-16-van-trajeto-t3,van,eletronuclear,146.605,0.002999999999985903,0.0,2.2238985328429384,64.58952847222223,client2
-23.00187,-44.47629,5.42785,0.0,0.06351025,-0.008241586,0.1239587,846,43.92157,0,16.31,49200,100,obd-16-van-trajeto-t3,van,eletronuclear,147.623,0.002999999999985903,0.0,2.2238985328429384,64.07878472222222,client2
