accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lat,lon,fuel_rate,instant_fuel_economy,engine_rpm,calculated_load_value,vehicle_speed,mass_air_flow,absolute_throttle_pos,fuel_rail_pressure_vacuum,fuel_rail_pressure,fuel_level,alcohol_fuel_percentage,engine_fuel_rate,vehicle_fuel_rate,fuel_level_a,fuel_level_b,id_route,vehicle,loc_coleta,time_sec,dt,P_kW,client
1.41,4.75,-10.94,-0.01,-0.36,-0.51,-23.003802336450434,-44.45920869160349,,,,,27.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10441.632,0.020999999998821295,,client1
1.33,4.67,-8.98,0.0,-0.4,-0.54,-23.003802523364982,-44.45921018691986,,,,,27.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10441.65,0.018000000000029104,,client1
2.16,4.31,-7.85,-0.01,-0.41,-0.56,-23.003802710282187,-44.4592116822575,,,,,27.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10441.668,0.018000000000029104,,client1
1.92,4.16,-10.55,0.01,-0.4,-0.54,-23.0038029491198,-44.45921359295843,,,,,27.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10441.691,0.023000000001047738,,client1
2.39,5.65,-8.43,0.01,-0.4,-0.53,-23.00380313603435,-44.4592150882748,,,,,27.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10441.709,0.018000000000029104,,client1
-0.2903492,0.123227,-0.067233,,,,-23.00381,-44.45927,1.540831,5.706776,1100.5,29.41176,27.0,4.63,23.13725,0.0,0.0,47.84314,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.377,0.0030000000006111804,14.920380183333334,client1
-3.69,4.47,-9.77,-0.0,-0.52,-0.81,-23.0038123612524,-44.4592841675144,,,,,26.52774951990316,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.611,0.23400000000037835,,client1
-2.63,3.77,-7.37,0.01,-0.52,-0.84,-23.003812573158907,-44.45928543895343,,,,,26.485368218906594,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.632,0.020999999998821295,,client1
-3.18,4.35,-9.14,0.01,-0.49,-0.8,-23.003812795155582,-44.45928677093349,,,,,26.440968883731575,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.654,0.02200000000084401,,client1
-3.41,3.77,-8.79,0.03,-0.48,-0.8,-23.003812976791576,-44.45928786074944,,,,,26.404641685270366,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.672,0.018000000000029104,,client1
-3.45,4.28,-8.43,0.03,-0.49,-0.81,-23.003813158424983,-44.4592889505499,,,,,26.36831500345897,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.69,0.018000000000029104,,client1
-3.41,3.96,-10.9,0.03,-0.49,-0.81,-23.003813340060976,-44.45929004036585,,,,,26.33198780499776,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10442.708,0.018000000000029104,,client1
-0.5190245,0.04739377,0.2381063,,,,-23.00382,-44.45933,1.740506,6.96202,1246.5,29.41176,25.0,5.23,24.70588,0.0,0.0,46.27451,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.377,0.0030000000006111804,16.853899766666668,client1
-9.96,-1.92,-4.9,-0.15,-0.98,-1.28,-23.003822400001155,-44.45934680000809,,,,,24.759999884471803,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.611,0.23400000000037835,,client1
-10.36,-2.43,-5.57,-0.15,-1.01,-1.3,-23.0038226153851,-44.459348307695706,,,,,24.73846148998817,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.632,0.020999999998821295,,client1
-9.77,-3.65,-4.71,-0.14,-1.05,-1.37,-23.00382279999916,-44.45934959999412,,,,,24.72000008402051,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.65,0.018000000000029104,,client1
-8.87,-3.1,-5.45,-0.15,-1.07,-1.39,-23.003822984615844,-44.459350892310916,,,,,24.70153841548876,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.668,0.018000000000029104,,client1
-9.65,-3.65,-4.2,-0.18,-1.04,-1.33,-23.003823210255543,-44.459352471788804,,,,,24.67897444568783,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.69,0.02200000000084401,,client1
-9.1,-4.16,-2.98,-0.16,-1.05,-1.35,-23.003823394872228,-44.4593537641056,,,,,24.660512777156086,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10443.708,0.018000000000029104,,client1
-1.301401,-0.2828609,-0.9204738,,,,-23.00383,-44.4594,1.763802,7.349168,1246.5,30.19608,24.0,5.3,24.31373,0.0,0.0,46.27451,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.357,0.0020000000004074536,17.0794827,client1
-4.98,-9.3,-0.2,-0.11,-0.36,-0.02,-23.003834980394668,-44.45941245098667,,,,,23.2529408,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.611,0.2540000000008149,,client1
-4.75,-8.79,1.14,-0.11,-0.34,-0.0,-23.00383539215812,-44.4594134803953,,,,,23.19117628235294,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.632,0.020999999998821295,,client1
-4.63,-8.36,0.94,-0.11,-0.33,0.02,-23.003835803921568,-44.45941450980392,,,,,23.129411764705882,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.653,0.021000000000640284,,client1
-4.82,-8.2,1.1,-0.11,-0.34,0.02,-23.003836176471843,-44.45941544117961,,,,,23.073529223529412,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.672,0.01900000000023283,,client1
-4.67,-8.75,0.39,-0.11,-0.34,0.02,-23.00383652941051,-44.45941632352628,,,,,23.02058842352941,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.69,0.018000000000029104,,client1
-5.06,-8.39,-0.08,-0.11,-0.33,0.02,-23.003836882354197,-44.459417205885494,,,,,22.967646870588236,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10444.708,0.018000000000029104,,client1
-0.2222008,0.02264577,1.032024,,,,-23.00385,-44.45945,2.605767,12.40841,1327.25,41.56863,21.0,7.83,28.62745,0.0,0.0,46.27451,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.386,0.004000000000814907,25.232510450000003,client1
-3.3,-8.36,1.06,-0.09,-0.24,0.19,-23.003861562189456,-44.45945924975156,,,,,21.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.611,0.2250000000003638,,client1
-3.92,-7.77,0.86,-0.11,-0.2,0.26,-23.00386279548861,-44.45946023639089,,,,,21.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.635,0.023999999999432475,,client1
-3.49,-8.94,0.39,-0.1,-0.17,0.32,-23.003863823224755,-44.4594610585798,,,,,21.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.655,0.020000000000436557,,client1
-3.49,-7.92,1.41,-0.11,-0.14,0.38,-23.003864748205697,-44.459461798564554,,,,,21.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.673,0.018000000000029104,,client1
-4.08,-8.0,0.82,-0.12,-0.08,0.47,-23.00386567318664,-44.45946253854931,,,,,21.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10445.691,0.018000000000029104,,client1
0.3041353,-0.1147859,-0.03900796,,,,-23.0039,-44.45949,3.178171,15.13414,1428.0,46.66667,21.0,9.55,30.58824,0.0,0.0,45.88235,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.366,0.0010000000002037268,30.775289183333335,client1
-9.96,-1.06,-5.53,-0.25,1.24,1.58,-23.003914714725305,-44.45949245245422,,,,,21.490490843452037,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.611,0.24500000000080036,,client1
-9.1,-0.35,-5.22,-0.21,1.15,1.45,-23.00391597598264,-44.45949266266378,,,,,21.532532754672577,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.632,0.020999999998821295,,client1
-8.32,-0.12,-5.77,-0.22,1.17,1.48,-23.003917057055965,-44.459492842842664,,,,,21.568568532143757,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.65,0.018000000000029104,,client1
-9.26,-0.04,-6.32,-0.23,1.23,1.55,-23.003918138144666,-44.45949302302411,,,,,21.60460482212742,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.668,0.018000000000029104,,client1
-6.75,0.27,-7.34,-0.21,1.23,1.54,-23.003919459458213,-44.45949324324304,,,,,21.648648607093584,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.69,0.02200000000084401,,client1
-7.61,0.9,-6.43,-0.2,1.35,1.71,-23.003920540546915,-44.45949342342448,,,,,21.684684897077243,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10446.708,0.018000000000029104,,client1
0.1084745,0.288686,0.2091486,,,,-23.00396,-44.4595,3.341239,14.52712,1522.75,45.4902,23.0,10.04,30.98039,0.0,0.0,45.09804,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.372,0.002999999998792191,32.35433098333333,client1
2.31,5.1,-9.14,-0.09,0.86,1.21,-23.003974528882097,-44.45950242148035,,,,,23.72644410484019,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.611,0.23900000000139698,,client1
2.0,5.3,-10.28,-0.11,0.85,1.19,-23.003975805474198,-44.4595026342457,,,,,23.790273709962058,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.632,0.020999999998821295,,client1
1.41,5.73,-7.53,-0.11,0.82,1.15,-23.003977142852698,-44.45950285714211,,,,,23.8571426348241,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.654,0.02200000000084401,,client1
1.18,3.61,-11.22,-0.13,0.81,1.13,-23.003978237085615,-44.45950303951427,,,,,23.911854280725453,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.672,0.018000000000029104,,client1
1.41,5.26,-9.85,-0.15,0.78,1.09,-23.00397933130297,-44.45950322188383,,,,,23.966565148511155,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.69,0.018000000000029104,,client1
2.59,5.49,-9.65,-0.17,0.76,1.03,-23.00398042553589,-44.45950340425598,,,,,24.021276794412508,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10447.708,0.018000000000029104,,client1
-0.2910077,0.1542003,3.747413,,,,-23.00402,-44.45951,3.414454,13.13251,1601.25,43.92157,26.0,10.26,30.98039,0.0,0.0,46.66667,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.365,0.0010000000002037268,33.06329623333333,client1
6.98,2.35,-7.49,-0.13,0.08,0.24,-23.00403722000896,-44.45951246000128,,,,,26.738000384,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.611,0.24600000000100408,,client1
4.82,2.0,-10.0,-0.14,0.07,0.24,-23.00403869000448,-44.45951267000064,,,,,26.801000192,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.632,0.020999999998821295,,client1
6.08,2.94,-7.81,-0.12,0.07,0.2,-23.00403994999552,-44.45951284999936,,,,,26.854999808,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.65,0.018000000000029104,,client1
8.32,2.28,-7.06,-0.13,0.05,0.2,-23.00404121000448,-44.45951303000064,,,,,26.909000192,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.668,0.018000000000029104,,client1
6.94,1.33,-7.69,-0.14,0.07,0.22,-23.00404274999552,-44.45951324999936,,,,,26.974999808,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.69,0.02200000000084401,,client1
8.9,3.49,-6.79,-0.13,0.11,0.27,-23.00404401000448,-44.45951343000064,,,,,27.029000192,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10448.708,0.018000000000029104,,client1
0.4101094,-0.4060499,0.279723,,,,-23.00409,-44.45952,3.075005,10.60346,1642.75,38.43137,29.0,9.24,29.80392,0.0,0.0,50.58823,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.371,0.002999999998792191,29.776298416666666,client1
9.38,2.63,-8.63,-0.2,-0.03,-0.05,-23.004107021279907,-44.459527294834245,,,,,29.729483424580362,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.611,0.2400000000016007,,client1
5.57,1.14,-4.82,-0.19,-0.02,0.0,-23.004108510637362,-44.459527933130296,,,,,29.79331302970223,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.632,0.020999999998821295,,client1
7.61,0.98,-7.92,-0.18,-0.09,-0.1,-23.004109787224277,-44.45952848023897,,,,,29.84802389748793,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.65,0.018000000000029104,,client1
5.33,1.18,-5.65,-0.19,-0.04,-0.01,-23.004111347517345,-44.45952914893601,,,,,29.914893600465625,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.672,0.02200000000084401,,client1
7.69,1.29,-7.53,-0.19,-0.08,-0.09,-23.00411262410426,-44.45952969604468,,,,,29.969604468251326,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.69,0.018000000000029104,,client1
8.55,2.98,-3.88,-0.16,-0.17,-0.18,-23.00411390070933,-44.45953024316114,,,,,30.02431611415268,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10449.708,0.018000000000029104,,client1
-0.1662986,0.0124558,2.036941,,,,-23.00416,-44.45955,1.823704,5.699072,1578.5,24.31373,32.0,5.48,24.70588,0.0,0.0,50.58823,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.366,0.0020000000004074536,17.659533733333333,client1
4.86,2.28,-8.39,-0.03,-0.5,-0.57,-23.00417715001344,-44.4595622500096,,,,,32.490000384,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.611,0.24500000000080036,,client1
1.77,3.26,-10.51,-0.04,-0.54,-0.61,-23.00417883001344,-44.459563450009604,,,,,32.538000384,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.635,0.023999999999432475,,client1
1.92,4.31,-12.75,-0.01,-0.59,-0.68,-23.00418016,-44.4595644,,,,,32.576,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.654,0.01900000000023283,,client1
3.77,4.47,-9.65,0.0,-0.55,-0.64,-23.00418142000896,-44.4595653000064,,,,,32.612000256,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.672,0.018000000000029104,,client1
2.94,3.65,-7.34,-0.02,-0.54,-0.61,-23.00418268,-44.4595662,,,,,32.648,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.69,0.018000000000029104,,client1
3.33,3.96,-8.67,-0.01,-0.57,-0.66,-23.00418422000896,-44.4595673000064,,,,,32.692000256,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10450.712,0.02199999999902502,,client1
-0.5268729,-0.06772135,-0.7723652,,,,-23.00423,-44.4596,1.823704,5.363832,1386.25,27.45098,34.0,5.48,24.70588,0.0,0.0,54.90196,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.37,0.0010000000002037268,17.659533733333333,client1
0.43,3.61,-8.36,0.04,-0.01,-0.01,-23.004244695133657,-44.45961714432261,,,,,34.244918894308945,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.611,0.24099999999998545,,client1
-0.51,5.18,-9.73,0.03,-0.01,0.0,-23.00424597561756,-44.45961863822049,,,,,34.26626029268293,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.632,0.020999999998821295,,client1
-0.94,4.12,-8.71,0.04,-0.01,-0.02,-23.00424707317073,-44.45961991869919,,,,,34.28455284552845,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.65,0.018000000000029104,,client1
-0.47,4.28,-9.73,0.03,-0.04,-0.07,-23.00424841464195,-44.45962148374895,,,,,34.30691069918699,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.672,0.02200000000084401,,client1
1.02,4.2,-7.92,0.04,-0.05,-0.07,-23.004249512195123,-44.459622764227646,,,,,34.32520325203252,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.69,0.018000000000029104,,client1
0.27,4.43,-8.63,0.01,-0.04,-0.05,-23.004250609763904,-44.459624044724556,,,,,34.343496065040654,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10451.708,0.018000000000029104,,client1
-0.9166867,-0.05567485,-2.21279,,,,-23.00429,-44.45967,1.810393,5.172547,1443.0,26.27451,35.0,5.44,24.31373,0.0,0.0,56.86274,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.358,0.0020000000004074536,17.53063888333333,client1
-0.47,5.65,-9.3,0.05,0.07,0.11,-23.004304652520773,-44.45968709460757,,,,,35.244208679536676,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.611,0.2530000000006112,,client1
2.12,3.92,-9.45,0.02,0.11,0.19,-23.004306042482163,-44.45968871622919,,,,,35.2673747027027,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.635,0.023999999999432475,,client1
-1.33,2.79,-8.71,0.04,0.18,0.25,-23.004307142857144,-44.45969,,,,,35.285714285714285,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.654,0.01900000000023283,,client1
-1.65,4.31,-10.08,-0.01,0.08,0.13,-23.00430824324695,-44.45969128378811,,,,,35.30405411583011,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.673,0.01900000000023283,,client1
0.63,5.57,-11.41,0.0,0.08,0.07,-23.004309285725405,-44.45969250001297,,,,,35.32142875675676,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10452.691,0.018000000000029104,,client1
0.3948992,-0.34051,0.3372657,,,,-23.00435,-44.45974,1.833688,5.093575,1485.75,25.88235,36.0,5.51,24.31373,0.0,0.0,54.90196,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.398,0.0019999999985884642,17.756212133333335,client1
2.12,3.8,-6.83,-0.05,0.07,0.15,-23.004365434794476,-44.459755434794474,,,,,36.2204970639507,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.611,0.21300000000155705,,client1
1.37,4.86,-11.41,-0.06,0.01,0.1,-23.004366956528767,-44.459756956528764,,,,,36.242236125252354,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.632,0.020999999998821295,,client1
2.12,4.63,-9.73,-0.03,-0.01,0.05,-23.004368260867146,-44.45975826086714,,,,,36.26086953065083,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.65,0.018000000000029104,,client1
2.35,2.24,-9.14,-0.03,-0.03,0.04,-23.004369565224074,-44.45975956522407,,,,,36.27950320105962,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.668,0.018000000000029104,,client1
1.06,3.57,-10.98,-0.05,-0.07,-0.0,-23.004371159417484,-44.45976115941748,,,,,36.302277392658894,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.69,0.02200000000084401,,client1
2.86,4.04,-5.18,-0.04,-0.08,-0.01,-23.004372463774413,-44.45976246377441,,,,,36.32091106306768,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10453.708,0.018000000000029104,,client1
0.3232237,0.08665507,-1.131665,,,,-23.00442,-44.45981,1.813721,4.901944,1546.0,24.31373,37.0,5.45,24.70588,0.0,0.0,48.62745,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.367,0.0010000000002037268,17.562865016666667,client1
2.31,3.41,-8.98,-0.03,0.14,0.26,-23.00443706295169,-44.45982706295169,,,,,37.24375645274601,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.611,0.24400000000059663,,client1
0.94,3.45,-9.49,-0.03,0.15,0.26,-23.004438531478403,-44.4598285314784,,,,,37.26473540576504,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.632,0.020999999998821295,,client1
2.24,3.88,-9.65,-0.03,0.14,0.26,-23.004440069930695,-44.459830069930696,,,,,37.28671329565539,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.654,0.02200000000084401,,client1
2.51,4.55,-9.61,-0.02,0.17,0.28,-23.00444160840089,-44.45983160840089,,,,,37.30869144128995,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.676,0.02199999999902502,,client1
2.35,2.67,-11.18,-0.04,0.14,0.26,-23.004442867132955,-44.45983286713295,,,,,37.32667332795077,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10454.694,0.018000000000029104,,client1
-0.2023051,-0.1669132,0.9064367,,,,-23.00449,-44.45988,1.833688,4.825492,1582.5,23.52941,38.0,5.51,24.70588,0.0,0.0,44.31372,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.376,0.004000000000814907,17.756212133333335,client1
2.79,2.79,-9.26,0.01,-0.07,0.07,-23.004504329272194,-44.45989910569626,,,,,38.23882120325203,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.611,0.23500000000058208,,client1
3.69,5.65,-8.71,0.01,-0.07,0.07,-23.004505609756098,-44.459900813008126,,,,,38.260162601626014,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.632,0.020999999998821295,,client1
4.59,4.0,-9.3,0.01,-0.05,0.07,-23.004506951211706,-44.45990260161561,,,,,38.282520195121954,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.654,0.02200000000084401,,client1
2.31,3.37,-9.45,0.01,-0.05,0.1,-23.004508048780487,-44.45990406504065,,,,,38.30081300813008,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.672,0.018000000000029104,,client1
3.33,3.49,-10.04,0.01,-0.05,0.07,-23.004509146333657,-44.45990552844488,,,,,38.31910556097561,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.69,0.018000000000029104,,client1
2.31,3.53,-7.81,0.01,-0.02,0.12,-23.004510243902438,-44.45990699186992,,,,,38.33739837398374,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10455.708,0.018000000000029104,,client1
0.3436202,-0.01524591,2.621222,,,,-23.00455,-44.45996,1.850328,4.744427,1609.75,23.52941,39.0,5.56,24.70588,0.0,0.0,44.31372,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.37,0.004000000000814907,17.9173428,client1
2.98,3.3,-11.3,-0.07,0.12,0.28,-23.004562208722206,-44.45998441744442,,,,,39.24417444414674,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.611,0.24099999999998545,,client1
3.41,2.98,-8.55,-0.05,0.11,0.27,-23.004563272548683,-44.459986545097365,,,,,39.265450973668834,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.632,0.020999999998821295,,client1
2.86,5.26,-7.88,-0.07,0.11,0.28,-23.00456418439624,-44.45998836879249,,,,,39.283687924867245,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.65,0.018000000000029104,,client1
1.8,3.53,-10.43,-0.06,0.18,0.37,-23.004565146912086,-44.45999029382418,,,,,39.30293824175477,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.669,0.01900000000023283,,client1
-1.18,4.67,-10.28,-0.05,0.2,0.38,-23.004566261406847,-44.4599925228137,,,,,39.325228136965954,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.691,0.02200000000084401,,client1
3.1,3.06,-10.36,0.01,0.23,0.35,-23.004567173254408,-44.459994346508815,,,,,39.34346508816437,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10456.709,0.018000000000029104,,client1
-0.05035663,0.01390406,0.7783483,,,,-23.0046,-44.46006,1.803737,4.509339,1640.5,22.7451,40.0,5.42,24.70588,0.0,0.0,43.92157,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.365,0.003999999998995918,17.466186616666665,client1
5.14,2.79,-9.45,-0.15,0.24,0.47,-23.004609879523212,-44.46008469880803,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.611,0.24600000000100408,,client1
2.51,0.39,-10.55,-0.15,0.26,0.49,-23.004610722894135,-44.46008680723534,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.632,0.020999999998821295,,client1
4.47,2.59,-11.1,-0.16,0.2,0.38,-23.004611606423133,-44.46008901605783,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.654,0.02200000000084401,,client1
4.63,4.31,-7.14,-0.15,0.17,0.35,-23.00461232931984,-44.460090823299595,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.672,0.018000000000029104,,client1
3.69,2.63,-6.75,-0.16,0.09,0.27,-23.004613052206263,-44.46009263051566,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.69,0.018000000000029104,,client1
5.26,3.92,-9.14,-0.15,0.02,0.16,-23.00461377510297,-44.46009443775743,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10457.708,0.018000000000029104,,client1
-0.884504,0.4618482,-0.9354726,,,,-23.00464,-44.46016,1.850328,4.625816,1652.25,22.35294,40.0,5.56,24.70588,0.0,0.0,46.27451,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10458.368,0.004000000000814907,17.9173428,client1
3.02,1.29,-9.26,-0.08,-0.1,0.02,-23.004644884423083,-44.46018686432696,,,,,40.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,10458.611,0.2430000000003929,,client1
