accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lat,lon,fuel_rate,instant_fuel_economy,engine_rpm,calculated_load_value,vehicle_speed,mass_air_flow,absolute_throttle_pos,fuel_rail_pressure_vacuum,fuel_rail_pressure,fuel_level,alcohol_fuel_percentage,engine_fuel_rate,vehicle_fuel_rate,fuel_level_a,fuel_level_b,id_route,vehicle,loc_coleta,time_sec,dt,P_kW,client
0.5063423,0.3628123,1.083893,,,,-23.00441,-44.46185,7.105126,17.7628,1613.5,94.11765,40.0,21.35,55.29412,0.0,0.0,60.39216,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.384,0.004999999999199645,68.80130343333333,client1
1.29,6.67,-6.16,-0.04,-0.03,0.08,-23.00441,-44.46182251260045,,,,,39.77093833705364,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.611,0.22700000000077125,,client1
2.75,6.04,-11.06,-0.04,-0.02,0.07,-23.00441,-44.461819606444486,,,,,39.74672037070667,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.635,0.023999999999432475,,client1
4.28,5.41,-8.39,-0.03,-0.03,0.07,-23.00441,-44.461816942483686,,,,,39.724520697384435,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.657,0.02199999999902502,,client1
3.14,5.96,-9.18,-0.04,-0.04,0.08,-23.00441,-44.46181439960497,,,,,39.70333004141207,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.678,0.021000000000640284,,client1
2.51,5.96,-8.83,-0.03,-0.04,0.07,-23.00441,-44.461811614531086,,,,,39.680121092414986,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11360.701,0.02299999999922875,,client1
-0.01379337,-0.1004509,1.008046,,,,-23.00441,-44.46173,7.008616,17.9708,1601.75,94.11765,39.0,21.06,55.68628,0.0,0.0,60.78431,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.381,0.0010000000002037268,67.86676493333333,client1
3.14,5.61,-7.88,-0.03,-0.07,0.03,-23.004407645853192,-44.46170645853193,,,,,38.764585319276826,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.611,0.23000000000138243,,client1
3.84,6.04,-7.37,-0.04,-0.06,0.02,-23.004407400203227,-44.46170400203228,,,,,38.74002032278536,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.635,0.023999999999432475,,client1
3.14,5.18,-7.92,-0.04,-0.07,-0.0,-23.004407175025403,-44.461701750254036,,,,,38.71750254034817,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.657,0.02199999999902502,,client1
2.31,4.2,-8.55,-0.04,-0.08,-0.01,-23.00440696008234,-44.461699600823394,,,,,38.6960082339248,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.678,0.021000000000640284,,client1
1.65,4.08,-7.61,-0.02,-0.11,-0.05,-23.004406704197613,-44.461697041976144,,,,,38.67041976141952,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11361.703,0.024999999999636202,,client1
-0.2462787,-0.2811786,-0.314382,,,,-23.0044,-44.46163,6.912106,18.18974,1575.5,93.33334,38.0,20.77,55.68628,0.0,0.0,60.78431,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.361,0.0030000000006111804,66.93222643333333,client1
0.24,6.04,-10.28,0.05,-0.08,0.01,-23.0044,-44.46160258224095,,,,,37.7507476450171,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.611,0.25,,client1
2.59,5.53,-9.81,0.03,-0.08,-0.01,-23.0044,-44.46159995013743,,,,,37.72681943118999,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.635,0.023999999999432475,,client1
1.61,6.39,-9.85,0.0,-0.06,0.01,-23.0044,-44.461597537389906,,,,,37.70488536279894,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.657,0.02199999999902502,,client1
1.22,3.69,-8.28,0.0,0.02,0.07,-23.0044,-44.461594795622425,,,,,37.679960203870934,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.682,0.02500000000145519,,client1
4.24,5.53,-9.18,-0.02,0.04,0.1,-23.0044,-44.461592382846824,,,,,37.65802588024561,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11362.704,0.02199999999902502,,client1
0.05366956,-0.5400181,-0.7960849,,,,-23.0044,-44.46152,6.742382,18.22264,1523.5,93.72549,37.0,20.26,55.29412,0.0,0.0,61.96078,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.373,0.003999999998995918,65.28873236666666,client1
1.88,6.39,-10.2,0.03,-0.15,-0.09,-23.004402404041386,-44.46149836362753,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.611,0.23800000000119326,,client1
1.29,4.28,-7.81,0.04,-0.04,0.04,-23.004402646465596,-44.46149618180962,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.635,0.023999999999432475,,client1
2.51,3.33,-6.9,0.04,-0.04,0.06,-23.004402898990172,-44.46149390908847,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.66,0.024999999999636202,,client1
0.16,6.51,-9.96,-0.0,-0.05,0.07,-23.004403121211073,-44.46149190910036,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.682,0.02200000000084401,,client1
2.71,4.39,-8.47,0.02,-0.03,0.06,-23.004403343434557,-44.46148990908898,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11363.704,0.02199999999902502,,client1
-0.05075787,0.153098,-0.4731501,,,,-23.00441,-44.46143,6.655856,17.98878,1530.0,92.15686,37.0,20.0,55.29412,0.0,0.0,63.13726,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.372,0.003999999998995918,64.45087226666666,client1
1.18,4.63,-7.14,0.01,-0.05,0.03,-23.004412406848736,-44.46140833836138,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.611,0.23900000000139698,,client1
2.0,5.92,-10.71,-0.0,-0.07,0.03,-23.004412688819993,-44.46140580062007,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.639,0.027999999998428393,,client1
3.1,6.39,-8.51,0.0,-0.01,0.09,-23.004412900302302,-44.46140389727928,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.66,0.021000000000640284,,client1
3.45,4.75,-8.55,0.01,0.02,0.13,-23.004413121851883,-44.461401903333055,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.682,0.02200000000084401,,client1
2.0,6.04,-7.77,-0.0,0.03,0.13,-23.004413333331616,-44.461400000015466,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11364.703,0.020999999998821295,,client1
-0.2978549,-0.08853332,-0.2857236,,,,-23.00442,-44.46134,6.752366,18.24962,1530.75,93.33334,37.0,20.29,55.29412,0.0,0.0,61.56863,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.371,0.002999999998792191,65.38541076666668,client1
4.2,5.06,-9.41,-0.03,-0.17,-0.17,-23.004424819278345,-44.46131831324744,,,,,37.24096391735619,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.611,0.2400000000016007,,client1
1.29,4.63,-6.51,-0.02,-0.16,-0.12,-23.004425301206183,-44.46131614457218,,,,,37.26506030909181,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.635,0.023999999999432475,,client1
2.71,6.83,-9.34,-0.03,-0.18,-0.13,-23.004425722891753,-44.461314246987115,,,,,37.28614458760343,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.656,0.021000000000640284,,client1
2.79,5.53,-8.75,-0.01,-0.11,-0.04,-23.004426164656362,-44.461312259046366,,,,,37.30823281818032,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.678,0.02199999999902502,,client1
3.1,6.51,-8.04,-0.02,-0.11,-0.05,-23.004426586347073,-44.461310361438166,,,,,37.32931735372012,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11365.699,0.021000000000640284,,client1
-0.05504537,0.05268431,-0.004937046,,,,-23.00444,-44.46125,6.822252,17.95328,1565.5,93.72549,38.0,20.5,55.29412,0.0,0.0,59.60784,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.374,0.0030000000006111804,66.06214019999999,client1
-0.47,5.69,-8.08,0.04,-0.19,-0.24,-23.00444721828043,-44.461223532971765,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.611,0.23700000000098953,,client1
0.78,5.57,-8.04,0.06,-0.18,-0.22,-23.00444794924494,-44.46122085276854,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.635,0.023999999999432475,,client1
2.31,4.79,-8.43,0.06,-0.18,-0.24,-23.00444861929185,-44.46121839592988,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.657,0.02199999999902502,,client1
0.0,5.81,-9.81,0.04,-0.17,-0.2,-23.00444925888385,-44.46121605075921,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.678,0.021000000000640284,,client1
-0.08,4.71,-9.69,0.03,-0.14,-0.18,-23.00445005076597,-44.46121314719143,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11366.704,0.02599999999983993,,client1
-0.5863859,0.2704492,0.9587669,,,,-23.00447,-44.46114,6.985321,18.38241,1608.25,91.76471,38.0,20.99,55.29412,0.0,0.0,59.60784,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.366,0.0030000000006111804,67.64119168333333,client1
0.04,5.45,-9.14,-0.01,-0.02,-0.0,-23.004479969488344,-44.46111507627914,,,,,38.49847441718987,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.611,0.24500000000080036,,client1
-1.53,5.02,-8.87,0.01,-0.04,0.0,-23.00448094609052,-44.461112634773706,,,,,38.547304525913034,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.635,0.023999999999432475,,client1
0.39,6.47,-8.47,-0.0,-0.04,-0.03,-23.00448184130397,-44.461110396740075,,,,,38.59206519848202,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.657,0.02199999999902502,,client1
0.78,4.75,-8.04,-0.0,-0.03,-0.04,-23.0044828585953,-44.461107853511756,,,,,38.64292976485503,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.682,0.02500000000145519,,client1
1.26,7.02,-10.67,0.01,-0.04,-0.04,-23.004483753819166,-44.461105615452084,,,,,38.687690958278516,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11367.704,0.02199999999902502,,client1
-0.08961128,0.03850662,0.4411131,,,,-23.00451,-44.46104,7.348064,18.37015,1682.75,92.94118,40.0,22.08,55.29412,0.0,0.0,62.7451,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.357,0.004000000000814907,71.15375306666665,client1
0.82,4.59,-10.2,-0.03,-0.03,-0.07,-23.00451747792283,-44.46101507359057,,,,,40.49852818851246,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.611,0.2540000000008149,,client1
-0.59,5.57,-9.14,-0.02,-0.04,-0.04,-23.004518184497858,-44.46101271834048,,,,,40.54563319046072,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.635,0.023999999999432475,,client1
-0.2,5.49,-8.47,-0.03,-0.04,-0.03,-23.00451892051163,-44.46101026496124,,,,,40.59470077521016,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.66,0.024999999999636202,,client1
0.59,5.45,-10.71,-0.04,-0.03,-0.05,-23.004519568201637,-44.461008105994544,,,,,40.637880109102724,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.682,0.02200000000084401,,client1
0.71,7.02,-9.14,-0.04,-0.03,-0.05,-23.00452021589918,-44.461005947002725,,,,,40.68105994544864,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11368.704,0.02199999999902502,,client1
-0.005642109,0.09168117,0.2960491,,,,-23.00454,-44.46094,7.584348,18.05796,1733.0,92.54902,42.0,22.79,55.68628,0.0,0.0,63.92157,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.379,0.0010000000002037268,73.44176979999999,client1
0.94,6.86,-6.67,-0.01,0.03,0.03,-23.00454935483871,-44.460916612903226,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.611,0.2319999999999709,,client1
-1.22,7.3,-7.61,0.0,0.02,0.04,-23.004550524190968,-44.46091368952258,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.64,0.02899999999863212,,client1
0.24,4.82,-8.2,0.04,-0.03,-0.03,-23.00455141128258,-44.46091147179355,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.662,0.02200000000084401,,client1
-2.12,6.08,-9.06,0.04,-0.06,-0.05,-23.004552298384514,-44.46090925403871,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.684,0.02199999999902502,,client1
-0.78,5.18,-10.12,0.03,-0.04,-0.05,-23.004553145156127,-44.46090713710968,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11369.705,0.021000000000640284,,client1
-0.8996595,0.2737955,0.58275,,,,-23.00458,-44.46084,7.627611,18.16096,1765.25,92.54902,42.0,22.92,55.68628,0.0,0.0,63.13726,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.377,0.0020000000004074536,73.86069985,client1
-0.8996595,0.2737955,0.58275,,,,-23.00458,-44.46084,7.710809,18.16096,1765.25,92.54902,42.0,22.92,55.68628,0.0,0.0,63.13726,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.38,0.002999999998792191,74.66633381666666,client1
1.02,4.79,-9.45,-0.03,-0.07,-0.15,-23.00458694389059,-44.460816853698034,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.611,0.23100000000158616,,client1
-1.69,7.41,-8.51,-0.02,-0.05,-0.08,-23.00458766533357,-44.4608144488881,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.635,0.023999999999432475,,client1
-1.33,7.96,-9.26,0.0,-0.04,-0.08,-23.004588326652453,-44.46081224449183,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.657,0.02199999999902502,,client1
-0.12,5.1,-10.04,0.03,-0.02,-0.03,-23.004588957913132,-44.46081014028955,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.678,0.021000000000640284,,client1
-2.63,7.3,-11.89,0.04,-0.01,-0.05,-23.004589739480206,-44.460807535065975,,,,,42.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11370.704,0.02599999999983993,,client1
0.0302147,0.3901499,-0.4898362,,,,-23.00461,-44.46074,7.687513,18.30359,1766.5,91.76471,42.0,23.1,55.68628,0.0,0.0,63.52941,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.382,0.002999999998792191,74.44075088333334,client1
0.0302147,0.3901499,-0.4898362,,,,-23.00461,-44.46074,7.717464,18.3749,1755.25,92.94118,42.0,23.19,55.68628,0.0,0.0,63.52941,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.385,0.0030000000006111804,74.73077639999998,client1
0.39,3.45,-10.12,-0.02,-0.27,-0.47,-23.004619186997072,-44.46071473575805,,,,,41.77032507317073,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.611,0.22600000000056752,,client1
-3.73,7.22,-9.38,-0.04,-0.28,-0.43,-23.00462016260683,-44.46071205283122,,,,,41.74593482926829,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.635,0.023999999999432475,,client1
-4.75,4.82,-10.4,-0.07,-0.21,-0.36,-23.004621016262764,-44.4607097052774,,,,,41.72459343089431,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.656,0.021000000000640284,,client1
-2.86,5.22,-8.83,-0.07,-0.3,-0.48,-23.00462207316813,-44.46070679878764,,,,,41.69817079674797,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.682,0.02599999999983993,,client1
-4.55,6.08,-10.79,-0.07,-0.23,-0.42,-23.004622926824066,-44.46070445123382,,,,,41.67682939837398,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11371.703,0.020999999998821295,,client1
0.1455645,-0.09875066,-1.003184,,,,-23.00465,-44.46063,7.680858,18.73378,1725.25,92.94118,41.0,23.08,54.90196,0.0,0.0,63.52941,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.38,0.003999999998995918,74.3763083,client1
-3.22,4.98,-9.1,-0.04,0.12,-0.05,-23.00465940937247,-44.46060647656883,,,,,40.76476568827903,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.611,0.23100000000158616,,client1
-7.22,4.12,-11.14,-0.05,0.05,-0.09,-23.004660386969338,-44.460604032576654,,,,,40.74032576655977,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.635,0.023999999999432475,,client1
-3.37,4.08,-10.16,-0.04,0.02,-0.16,-23.00466124236399,-44.460601894090026,,,,,40.718940900228546,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.656,0.021000000000640284,,client1
-5.84,5.49,-7.06,-0.05,0.05,-0.1,-23.00466230142205,-44.46059924644487,,,,,40.69246444871227,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.682,0.02599999999983993,,client1
-3.26,4.63,-8.79,-0.04,0.02,-0.15,-23.004663156816704,-44.460597107958236,,,,,40.67107958238105,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11372.703,0.020999999998821295,,client1
0.4635556,-0.2801897,0.1814846,,,,-23.00469,-44.46053,7.537756,18.84438,1677.5,92.94118,40.0,22.65,54.5098,0.0,0.0,64.70588,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.37,0.0020000000004074536,72.99060393333333,client1
-5.61,4.28,-7.1,-0.07,0.0,-0.2,-23.004692390874922,-44.46050609125079,,,,,39.76091250793651,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.611,0.24099999999998545,,client1
-3.26,3.69,-8.08,-0.07,-0.0,-0.19,-23.004692628970158,-44.46050371029841,,,,,39.737102984126984,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.635,0.023999999999432475,,client1
-5.33,4.51,-11.85,-0.08,-0.01,-0.19,-23.004692896825397,-44.460501031746034,,,,,39.71031746031746,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.662,0.027000000000043656,,client1
-5.26,3.73,-9.41,-0.07,-0.01,-0.2,-23.004693115080634,-44.46049884919365,,,,,39.68849193650794,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.684,0.02199999999902502,,client1
-3.77,5.22,-8.08,-0.05,-0.01,-0.19,-23.004693323413335,-44.460496765866665,,,,,39.66765866666667,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11373.705,0.021000000000640284,,client1
-0.1635774,-0.294543,0.476229,,,,-23.0047,-44.46043,7.035239,18.03906,1604.75,92.54902,39.0,21.14,54.11765,0.0,0.0,64.70588,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.391,0.006999999999607098,68.12456431666666,client1
-7.88,4.71,-8.08,-0.07,-0.05,-0.28,-23.004702263376522,-44.460405102858246,,,,,38.77366234767741,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.611,0.22000000000116415,,client1
-4.86,4.0,-7.81,-0.05,-0.09,-0.33,-23.004702551439657,-44.46040193416377,,,,,38.7448560342766,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.639,0.027999999998428393,,client1
-6.43,4.51,-7.57,-0.06,-0.07,-0.32,-23.004702777778363,-44.46039944443801,,,,,38.722222163694575,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.661,0.02200000000084401,,client1
-3.61,2.0,-6.71,-0.07,-0.11,-0.38,-23.00470299382703,-44.46039706790267,,,,,38.700617296956764,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.682,0.021000000000640284,,client1
-4.75,6.0,-8.36,-0.08,-0.08,-0.32,-23.004703220165737,-44.4603945781769,,,,,38.67798342637474,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11374.704,0.02199999999902502,,client1
-0.2389204,0.4146217,0.9597175,,,,-23.00471,-44.46032,6.918762,18.20725,1580.0,92.94118,38.0,20.79,54.5098,0.0,0.0,61.56863,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.366,0.0010000000002037268,66.9966787,client1
-6.28,3.73,-9.26,-0.11,-0.03,-0.26,-23.00471,-44.460292995974285,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.611,0.24500000000080036,,client1
-5.77,4.39,-9.22,-0.13,0.0,-0.2,-23.00471,-44.46029035068405,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.635,0.023999999999432475,,client1
-5.37,4.28,-9.49,-0.12,0.01,-0.18,-23.00471,-44.46028792584877,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.657,0.02199999999902502,,client1
-5.96,4.75,-6.79,-0.11,0.01,-0.17,-23.00471,-44.46028561122686,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.678,0.021000000000640284,,client1
-7.61,2.71,-6.79,-0.12,0.02,-0.14,-23.00471,-44.46028274548165,,,,,38.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11375.704,0.02599999999983993,,client1
-0.02403063,0.04924955,0.3142835,,,,-23.00471,-44.46021,6.945385,18.27732,1574.5,94.11765,38.0,20.87,54.5098,0.0,0.0,58.43137,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.368,0.0010000000002037268,67.25447808333334,client1
-6.43,3.18,-6.04,-0.14,-0.04,-0.23,-23.004705207098723,-44.46018124259234,,,,,37.76035493621838,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.611,0.2430000000003929,,client1
-6.83,3.77,-12.71,-0.17,-0.06,-0.25,-23.004704733725884,-44.4601784023553,,,,,37.73668629417736,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.635,0.023999999999432475,,client1
-5.57,4.86,-11.06,-0.16,-0.08,-0.27,-23.004704299803304,-44.460175798819826,,,,,37.71499016520586,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.657,0.02199999999902502,,client1
-5.45,1.65,-8.71,-0.16,-0.08,-0.19,-23.004703806707855,-44.46017284024714,,,,,37.69033539286285,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.682,0.02500000000145519,,client1
-3.33,4.86,-11.1,-0.18,-0.06,-0.17,-23.004703372780227,-44.46017023668137,,,,,37.66863901142583,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11376.704,0.02199999999902502,,client1
-0.2306338,0.2104651,0.1504807,,,,-23.00469,-44.46009,6.855531,18.52845,1578.25,92.54902,37.0,20.6,54.5098,0.0,0.0,56.86274,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.387,0.004000000000814907,66.38439185,client1
-4.31,4.12,-8.47,-0.09,0.12,-0.05,-23.0046807913663,-44.460069280574174,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.611,0.22400000000016007,,client1
-3.57,4.75,-8.39,-0.08,0.16,-0.0,-23.004679804726976,-44.460067060635694,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.635,0.023999999999432475,,client1
-6.83,6.2,-10.43,-0.09,0.23,0.16,-23.00467869476563,-44.460064563222666,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.662,0.027000000000043656,,client1
-5.22,3.61,-9.49,-0.07,0.24,0.14,-23.004677831448326,-44.460062620758734,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.683,0.021000000000640284,,client1
-3.84,4.04,-7.18,-0.08,0.27,0.2,-23.004676927034208,-44.460060585826966,,,,,37.0,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11377.705,0.02199999999902502,,client1
-0.6869668,0.2073223,0.02239592,,,,-23.00465,-44.46,6.80894,18.40253,1540.25,92.94118,37.0,20.46,54.90196,0.0,0.0,56.86274,33.33333,0.0,0.0,0.0,0.0,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11378.367,0.004000000000814907,65.93323566666668,client1
-4.16,5.33,-8.16,-0.02,0.03,-0.04,-23.004635227028846,-44.45998030270513,,,,,36.7537838140846,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11378.611,0.24400000000059663,,client1
-4.75,4.51,-8.83,-0.02,0.08,-0.05,-23.00463353178714,-44.45997804238285,,,,,36.72552978563682,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11378.639,0.027999999998428393,,client1
-4.04,3.3,-8.12,-0.03,-0.07,-0.19,-23.004632199791583,-44.45997626638878,,,,,36.703329859724406,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11378.661,0.02200000000084401,,client1
-3.37,8.36,-8.98,-0.09,0.07,-0.06,-23.004630928352555,-44.45997457113674,,,,,36.68213920922613,,,,,,,,,,,tabela_final-16-spin-circuito-t1,spin,eletronuclear,11378.682,0.021000000000640284,,client1
