time,lat,lon,vehicle_speed,accel_x,accel_y,accel_z,engine_rpm,absolute_throttle_pos,fuel_level,gps_speed,fuel_rate,alcohol_fuel_percentage,fuel_remaining,instant_fuel_economy,calculated_load_value,accelerator_pedal_pos_d,accelerator_pedal_pos_e,id_route,vehicle,loc_coleta,time_sec,dt,x,y,P_kW,client
0.017,-18.24241,-45.20689,0,2.146807,2.035635,0.7839314,0.0,0.0,0.0,0.8531067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSVLog_20240920_135802,nivus,rjdf,0.017,0.0,0.0,0.0,0.0,client3
1.289,-18.24241,-45.2069,0,-0.3567078,-0.2757137,0.1570923,977.5,16.07843,67.05882,0.3234251,0.0,35.68628,9.388235,0.0,16.86275,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,1.289,0.0,-1.0560633661057373,0.0,0.0,client3
2.981,-18.2424,-45.20689,0,0.04785834,0.01170501,-0.3601616,974.5,16.07843,67.05882,0.3327959,0.0,35.68628,9.388235,0.0,16.86275,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,2.981,0.0,0.0,1.1119492665983,0.0,client3
4.026,-18.2424,-45.20689,0,-0.2830289,0.06013264,-0.3375634,978.5,16.07843,67.05882,0.3276289,2.207704,35.68628,9.388235,0.0,16.86275,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,4.026,0.0009999999999994458,0.0,1.1119492665983,21.377933733333332,client3
4.994,-18.2424,-45.20689,0,-0.04222547,0.07556372,-0.1450018,980.0,16.07843,67.05882,0.3102744,2.231676,35.68628,9.388235,0.0,16.86275,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,4.994,0.004999999999999893,0.0,1.1119492665983,21.610062600000006,client3
4.999,-18.2424,-45.20689,0,-0.07878057,0.01947228,-0.3310828,976.0,16.07843,67.05882,0.3102744,2.237384,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,4.999,0.0009999999999994458,0.0,1.1119492665983,21.665335066666668,client3
5.973,-18.2424,-45.20689,0,-0.6174818,0.08332542,-0.4319345,977.5,16.47059,67.05882,0.2829896,2.265389,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,5.973,0.0030000000000001137,0.0,1.1119492665983,21.936516816666664,client3
6.992,-18.2424,-45.20689,0,0.05635523,0.0309392,0.2293747,978.0,16.47059,67.05882,0.2522684,2.282797,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,6.992,0.001000000000000334,0.0,1.1119492665983,22.105084283333333,client3
7.158,-18.2424,-45.20689,0,-0.0701466,0.02122542,-0.1722734,985.0,16.47059,67.05882,0.2522684,2.270031,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,7.158,0.16600000000000037,0.0,1.1119492665983,21.98146685,client3
7.998,-18.2424,-45.20689,0,0.1031254,-0.07784475,-0.09986596,980.5,16.47059,67.05882,0.220418,2.286279,35.68628,9.388235,0.0,17.2549,14.11765,14.5098,CSVLog_20240920_135802,nivus,rjdf,7.998,0.001000000000000334,0.0,1.1119492665983,22.138801649999998,client3
10.007,-18.2424,-45.20689,0,-0.06888711,-0.02317156,-0.184192,981.5,16.47059,67.05882,0.1626602,2.281637,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,10.007,0.0,0.0,1.1119492665983,22.09385161666666,client3
12.009,-18.2424,-45.20689,0,0.0771879,-0.01471604,0.3000648,975.0,16.47059,67.05882,0.1174578,2.268871,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,12.009,0.0030000000000001137,0.0,1.1119492665983,21.970234183333336,client3
13.003,-18.2424,-45.20689,0,0.1196,-0.06924417,0.3277797,978.5,16.47059,67.05882,0.09891193,2.274674,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,13.003,0.0009999999999994458,0.0,1.1119492665983,22.026426566666665,client3
13.996,-18.2424,-45.20689,0,-0.0937786,-0.01582836,-0.3436961,977.5,16.47059,67.05882,0.08222505,2.272352,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,13.996,0.0010000000000012221,0.0,1.1119492665983,22.00394186666667,client3
15.025,-18.2424,-45.20689,0,-0.03744303,0.03664065,0.1970715,979.5,16.47059,67.05882,0.06878595,2.271192,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,15.025,0.0010000000000012221,0.0,1.1119492665983,21.9927092,client3
17.004,-18.2424,-45.20689,0,0.001310567,-0.09816192,-0.3025405,984.5,16.47059,67.05882,0.04820978,2.273513,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,17.004,0.0010000000000012221,0.0,1.1119492665983,22.015184216666665,client3
18.047,-18.2424,-45.20689,0,0.0272019,0.02842183,-0.1824863,980.5,16.07843,67.05882,0.04063453,2.278155,35.68628,9.388235,0.0,17.2549,14.11765,14.5098,CSVLog_20240920_135802,nivus,rjdf,18.047,0.0019999999999988916,0.0,1.1119492665983,22.06013425,client3
19.019,-18.2424,-45.20689,0,0.03815421,0.003871313,0.2652381,941.0,16.86275,67.05882,0.03371491,2.275834,35.68628,9.388235,0.0,18.82353,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,19.019,0.0,0.0,1.1119492665983,22.037659233333336,client3
20.018,-18.2424,-45.20689,0,-0.03819814,0.04483208,-0.1785313,982.5,16.47059,67.05882,0.02816393,2.381672,35.68628,9.388235,0.0,18.43137,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,20.018,0.0,0.0,1.1119492665983,23.062523866666666,client3
21.043,-18.2424,-45.20689,0,0.06931478,0.000886887,0.1633864,984.0,16.86275,67.05882,0.02344599,2.407242,35.68628,9.388235,0.0,18.43137,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,21.043,0.0009999999999976694,0.0,1.1119492665983,23.3101267,client3
22.013,-18.2424,-45.20689,0,0.1658257,-0.03091675,0.4522707,978.5,16.86275,67.05882,0.01960663,2.38776,35.68628,9.388235,0.0,18.43137,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,22.013,0.0010000000000012221,0.0,1.1119492665983,23.121476,client3
24.021,-18.2424,-45.20689,0,0.05471391,0.006521308,0.4121892,987.5,16.86275,67.05882,0.01367872,2.392631,35.68628,9.388235,0.0,18.43137,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,24.021,0.0010000000000012221,0.0,1.1119492665983,23.16864351666667,client3
25.005,-18.2424,-45.20689,0,0.07344672,0.00855164,0.2048141,975.5,16.47059,67.05882,0.01143721,2.380455,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,25.005,0.0009999999999976694,0.0,1.1119492665983,23.05073925,client3
26.005,-18.2424,-45.20689,0,0.001775108,0.03878047,-0.1646938,981.5,16.47059,67.05882,0.009554251,2.375584,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,26.005,0.0019999999999988916,0.0,1.1119492665983,23.00357173333333,client3
26.98,-18.2424,-45.20689,0,-0.09128185,0.1179119,-0.05995542,982.0,16.47059,67.05882,0.007990562,2.346856,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,26.98,0.0030000000000001137,0.0,1.1119492665983,22.72538893333333,client3
29.999,-18.2424,-45.20689,0,0.05817961,-0.02838911,-0.06689822,983.5,16.47059,67.05882,0.004645637,2.349253,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,29.999,0.0,0.0,1.1119492665983,22.748599883333334,client3
31.019,-18.2424,-45.20689,0,0.02414056,0.02142999,-0.2833247,981.5,16.47059,67.05882,0.00383811,2.357643,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,31.019,0.0030000000000001137,0.0,1.1119492665983,22.82984305,client3
32.016,-18.2424,-45.20689,0,0.4270743,-0.1263923,-0.3846774,977.0,16.47059,67.05882,0.003242017,2.352849,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,32.016,0.012000000000000455,0.0,1.1119492665983,22.783421150000002,client3
33.021,-18.2424,-45.20689,0,0.02023382,0.03770746,0.4249566,980.5,16.47059,67.05882,0.002678,2.304886,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,33.021,0.0009999999999976694,0.0,1.1119492665983,22.318979433333332,client3
34.01,-18.2424,-45.20689,0,-0.006886862,0.0299142,0.07084497,984.5,16.47059,67.05882,0.002257501,2.316682,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,34.01,0.0009999999999976694,0.0,1.1119492665983,22.433204033333336,client3
35.056,-18.2424,-45.20689,0,0.01589966,0.1005726,-0.2172124,983.5,16.47059,67.05882,0.001889432,2.3214,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,35.056,0.0,0.0,1.1119492665983,22.47889,client3
35.983,-18.2424,-45.20689,0,0.1929502,-0.06575062,-0.2128152,977.0,16.07843,67.05882,0.001580236,2.317861,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,35.983,0.0009999999999976694,0.0,1.1119492665983,22.444620683333333,client3
36.993,-18.2424,-45.20689,0,0.1048294,-0.04118654,0.3409411,978.5,16.47059,67.05882,0.001306375,2.26655,35.68628,9.388235,0.0,17.2549,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,36.993,0.0030000000000001137,0.0,1.1119492665983,21.947759166666668,client3
38.047,-18.2424,-45.20689,0,-0.006377172,0.0302006,0.3408085,971.5,16.47059,67.05882,0.00109957,2.286013,35.68628,9.388235,0.0,17.64706,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,38.047,0.0,0.0,1.1119492665983,22.136225883333335,client3
39.015,-18.2424,-45.20689,0,-0.01254331,-0.07083964,-0.01622206,970.0,16.47059,67.05882,0.00091774,2.342062,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,39.015,0.0,0.0,1.1119492665983,22.67896703333333,client3
40.033,-18.2424,-45.20689,0,-0.1043811,-0.007284657,-0.5244284,977.5,16.47059,67.05882,0.000767578,2.348054,35.68628,9.388235,0.0,18.03922,14.5098,14.5098,CSVLog_20240920_135802,nivus,rjdf,40.033,0.0,0.0,1.1119492665983,22.73698956666667,client3
